zone,hour,ev_count,demand
A,3.9127570199093986,173.2936930518312,72.33898727930213
A,4.610717175950005,187.50099808752066,54.15468841946225
A,5.511952536548159,165.70772819548955,107.93523786603838
A,7.2799640926160745,159.58815134525955,55.72702415180961
A,7.852007566252368,158.05705157863156,163.94458777329032
A,8.712109784385019,169.2296635648678,169.66140835655344
A,9.813701637384256,203.19860838308307,130.5424359189499
A,10.066684008772922,209.95768943307237,165.75217737983422
A,11.732378637603096,165.2980154606168,62.60314625221155
A,12.69574390807055,213.73231644681138,94.48272949599635
A,13.921853187333372,196.65950234286203,119.51396019742644
A,14.493845528716108,161.5373296468126,69.35715191764919
A,15.871538346669741,159.00362753265995,54.02580665751509
A,16.978988992224117,183.41981963418527,302.97923533627596
A,16.078277974141585,170.0890952662034,234.43022027705263
A,18.980086972406895,141.64909269308288,380.39339621696894
A,19.37186313396104,138.88894319089894,269.38267965865197
A,19.848583741088532,131.7311558160369,349.2408913811205
A,21.531325037427884,152.12227700153917,102.86999933926666
A,25.123151193024462,146.79104101595226,60.692931395943376
B,0.0,225.24799102866908,89.74764061536348
B,0.999218907558124,205.42432492369693,46.28626725845153
B,1.9329845789675746,237.89093883785804,114.7816332097488
B,3.0010433431098744,193.0552153596708,50.53477625679248
B,4.328516885937107,208.67058938296364,49.39394917531424
B,5.509537007812437,196.23032405434296,99.12446954334774
B,6.195644766468795,229.34025819755692,57.99046588150159
B,7.071432329318964,221.13058758215033,94.36059153021993
B,8.257283035220597,233.55141937672798,206.40219858530804
B,8.87172945649305,234.5632888149605,144.56965033614793
B,10.021232599836697,221.1153692900955,187.32211538086858
B,11.109036243746397,216.47464885007136,144.71597811758366
B,12.181325697209983,255.42828673694908,113.93147076911747
B,12.311188089376143,221.27269728658914,104.48915389866791
B,13.94156161174306,227.00282734639856,77.14650224127995
B,15.509926018729082,200.87851467684942,99.05653607309559
B,15.943818295150097,214.23851199657275,88.9443726704116
B,16.858219674660088,227.4285432707224,363.64784213153507
B,18.854233401865507,256.7821006204952,363.2988069134674
B,20.912127332891323,251.5439947659221,289.10861465242675
B,21.514930711865162,207.15718081306423,327.3489508404073
B,21.7562285023265,236.47238703439564,380.83841681904454
B,22.498492657223096,196.9578853338928,88.95216940977217
B,24.443920147484725,228.50093081426678,49.54335865932941
C,0.0,266.20312083461727,104.6271592692416
C,1.096800656935939,244.37154139100147,64.95391274093956
C,2.143589832683132,250.42000958644064,101.94963514074284
C,3.057337176250189,217.95479726622287,74.56230374271726
C,3.984786432493855,253.81832514352027,58.028961293878766
C,5.113078878337664,193.549750300129,112.28013586901156
C,6.142768193680778,200.62875120471483,90.54651356898583
C,6.899316848112053,276.0781438381313,59.60242309472739
C,7.059419731784028,224.19529284430828,159.44358302075827
C,9.041393913699364,236.90617579331956,169.17096327016267
C,9.2005842927357,251.35832659549175,126.02630120722648
C,10.865340274926579,232.05278738905207,147.57002453616042
C,12.110287871351757,214.44956119932667,84.14870922510285
C,13.028527676305576,243.9938579124107,74.45319996936688
C,14.454298931807589,244.92972812902968,99.63332290794462
C,15.905399924104742,289.7441748187023,97.5997350288942
C,16.154311391516796,243.14412865119988,77.5043531785753
C,18.638004039910054,213.61936434863244,277.4910834138209
C,19.166639482077517,232.41148793306894,253.4073939546496
C,20.074426937960062,233.73854369232882,285.40560609440115
C,20.34081358842605,227.8946544899305,281.49457854856786
C,20.78320785989641,235.73081377536212,269.8017730278961
C,21.31967311073728,220.21829695000855,73.34004010275596
C,21.77727693995973,232.88994212188823,51.67838931513829
D,0.0,164.0876641389175,111.44212334619985
D,1.023730644905443,175.53970419014917,77.51218757721232
D,2.1719535856102925,184.80079745481663,76.52750082538203
D,2.826471669844326,147.22660228257354,100.25437165419919
D,3.7477051580329013,191.69619225256068,119.5334607615849
D,4.7340828332519616,144.3521221370254,60.080530418256515
D,6.043253090414974,178.51502374541982,106.21722031575773
D,6.923156049199926,176.54563102756856,119.01469860419037
D,7.589658354492511,162.36393441211385,131.54907680650516
D,8.597578183088244,168.3832481755568,157.18332918646541
D,10.119881139867264,145.4946868715499,192.3937243107162
D,10.180299706286872,160.03924280807104,141.72323020059414
D,11.018724873893476,141.0680145346793,69.41788563270575
D,14.239880785342711,150.86518305354042,49.26707504762622
D,13.94760141391151,146.17078595958907,83.11622378484374
D,14.922681027071539,165.35316971969704,105.29556559859192
D,17.077985109917662,173.29333206229725,115.34648704032485
D,16.664439553186796,145.15121923827857,259.626718903751
D,18.52939767137507,141.01968424768407,335.45928099031346
D,19.635527326601274,135.02608420829003,322.84824451740377
D,18.11431561690908,174.061429267095,293.5533190272811
D,23.404786833724124,170.39206224495558,233.7108729252622
D,20.992784834884574,178.98155183667802,65.14204325746063
D,23.187424566551886,176.9419816577916,101.16225520581229
E,0.0,195.76898101045086,116.23719555177763
E,1.065452225079996,214.55910360088725,71.7978126412053
E,1.8805525844182167,191.52932033447553,76.69148761992375
E,2.941987978752998,184.3335193647479,67.39627458823844
E,3.8639185888340295,199.95181612836876,62.05691569331841
E,5.084401326098883,218.73192541315163,50.524546877617844
E,5.66757274549591,200.73837359964867,73.20427030795733
E,6.977228709564752,193.43365060468955,92.47002430951606
E,8.341052834832725,204.48704859500066,160.35536363708783
E,8.605481135763842,189.61445208311227,182.14984520903968
E,9.967897513223084,172.11410714876027,174.98112349554899
E,11.420819108554651,181.3096770835308,139.01824531188896
E,11.628995038584296,212.29012732131022,48.373366559440726
E,12.674857323381275,215.96583099190576,77.8574496344295
E,13.340162413596397,223.46073338764427,101.99913777675638
E,16.339522807930145,207.5475602361748,99.98361445315724
E,15.933756652314642,185.7493580715656,71.42016958587527
E,17.433914733205825,190.9022806717063,339.60541064358404
E,17.309460039096436,231.83757599884802,317.5325016262709
E,17.387191807177185,234.77328690608843,261.21804909563866
E,23.137995085660013,210.38723058245873,370.4537161874779
E,19.795037687000477,157.12164820729421,280.0488453467945
E,20.06858980506272,242.6186426037453,103.16803803011503
E,20.573459086451606,225.3192830931383,58.58478148603162
A,0.0,162.82246382020713,100.60233645076814
A,1.0601662996031325,165.58952799548445,118.55352436907121
A,1.8597085135188207,196.95932494780064,97.65085243191514
A,2.8125253310997618,199.91192053074,97.05566250552587
A,4.1674001092343875,193.65991239863203,77.57712240793899
A,4.956484069049285,160.1922562563007,55.67895668817787
A,6.505537896194155,176.7575775237544,110.39965021100011
A,7.148082203126305,169.0912360545916,54.3424637051409
A,8.059452246018463,150.40470044552998,159.35054984280737
A,9.37994474256279,173.75377570641436,159.39192367238996
A,10.812572622609615,166.7753910394797,129.1426231714134
A,10.989452523873851,194.6848283560116,172.75763206772066
A,13.38893369306199,152.89910531141192,58.98889836210472
A,12.461261199080548,180.0041796325946,108.71835571605399
A,14.17141236984185,187.300644892713,112.68734856615659
A,14.695300259104778,175.08248317713304,64.51330375379294
A,16.366777402802917,146.9761640402537,57.646034377640895
A,16.932702627503904,174.2996125725814,325.10595779495395
A,16.036785581254204,163.3722891290661,258.01559038808233
A,19.208580588490136,163.82493051396136,329.03048471040535
A,19.510896773292522,155.11703825935808,289.90293680433166
A,21.6883030275416,148.15726891712146,335.1857422541118
A,21.209770923967863,135.6955037634277,91.0133635067419
A,23.3294488708946,155.016420306266,65.24611541433602
B,0.0,257.38731914184905,111.96443158491107
B,1.0299791114594166,210.59748736086803,46.456685323874666
B,2.0899732372869164,227.63585794485152,106.4316443382431
B,3.098762509904165,205.40303961727264,47.865123222676026
B,3.608437389860158,212.81274775408977,48.83348069924179
B,5.379253047846899,200.11063923962976,93.44991877676988
B,5.790385468451229,213.7751260434765,63.111182248294504
B,6.780891882807559,227.52142361792895,85.82847831217276
B,8.041191920539788,217.75300675453673,200.59891169475188
B,9.517579001727928,237.1493006466957,148.29550770534314
B,10.141823813810289,247.28827515799384,172.53464154840665
B,11.106620012700754,226.17985613936952,140.89402558416577
B,11.068136129911133,251.4762734971034,108.27122027274085
B,13.323842154892539,241.6926334674398,108.53235985799138
B,13.252070622510242,268.4521094658955,78.28400284944424
B,14.625132784895664,239.14096950648508,99.58642965417368
B,14.673465380489517,218.17852548920138,90.76903623069244
B,16.63104680752763,229.1112715631724,359.5286235771346
B,19.684273271994385,236.1481599343009,359.5445438635739
B,18.054584730200084,246.9192841373048,255.19042173693146
B,20.317430568826335,201.02555617686002,350.4320036567072
B,20.76412662482216,241.09061573950984,371.72167603230076
B,21.604244130575093,224.46194539979797,80.52419067558897
B,23.30292805422872,214.7697926626783,56.21790500286837
C,0.0,270.6753899389917,105.12236805166343
C,0.9234578467103365,253.32837876540285,58.183683137277704
C,2.075368953448601,239.90266870586856,97.88887832437105
C,2.901192997284011,236.24375994467252,78.37242618190241
C,4.219362546224883,273.0520449117889,54.17940540041782
C,4.723900153842328,221.97083676799775,105.97496586366456
C,5.8501509276381,213.36750464823305,88.00022209808076
C,6.937007997527082,262.7828857270202,66.5377173897008
C,7.974313530148709,214.99996517404506,170.88996224698107
C,8.829225445883617,233.7971587704684,163.75048336193643
C,10.110577660214913,228.20019043637944,127.5711114325495
C,11.157398387795066,229.39657543721424,164.01160231994893
C,11.382859989413982,227.35222461255447,94.48859573897282
C,12.919988698537159,235.1139981183485,75.24146894648764
C,14.539361727460014,265.15753519132403,99.23442835142075
C,15.085214241005271,268.6459608677554,95.56501553425413
C,16.74284510559138,250.71108800515097,92.2750592669538
C,16.956419843147845,216.91229162286783,287.7553704449038
C,17.169993397362525,252.61782844226784,256.234554118753
C,18.342713292368984,221.49852439588648,256.7897831667216
C,22.335562030719785,229.79972583963084,272.12219338595395
C,20.70771446669588,240.3894591270848,261.6069314731664
C,21.85875262597802,198.67303122810824,68.00875314782255
C,23.577110789558986,256.92836739854755,48.55463247030243
D,0.0,163.63907558947759,104.0559826818585
D,0.9917717199216678,188.45986849875808,76.38837641474709
D,1.8564776828805707,178.7014288128594,71.96391039636809
D,3.142269792620652,154.73728993909808,96.43041447941772
D,3.994265443090747,171.59379284414,118.10826330470661
D,4.94639000329354,139.40157303552675,57.28839024578877
D,6.398094482657559,166.99218516284267,109.41097527225091
D,6.583110061620608,162.94526555035867,121.86662678092858
D,8.087476671295578,155.04526629104427,131.51259387776093
D,8.761841959705011,158.53441019945842,164.11581344650833
D,10.646679513417586,122.11168226838704,190.07064216729717
D,11.534049951797714,143.36675021667827,138.25994741508973
D,12.95392257919172,139.89140175548704,68.61324430458554
D,14.167860655253953,134.49829455524133,49.53494961648189
D,13.773357632226526,152.1278377355111,79.22379337640939
D,15.918690421860582,172.78970258991896,110.22276022154145
D,15.115932164869609,177.2665042845307,110.75028192539288
D,15.660751454940687,146.12512593979184,242.94437886044443
D,20.029455053448416,134.90617115087798,343.4584015011501
D,20.02123977566954,160.23566253320982,364.5008018169845
D,21.517542246233653,164.3502797044137,301.0151449895188
D,21.65993082867762,179.4577329180747,247.82751665675536
D,20.269548022185997,190.91405348669682,64.32560548407714
D,22.998783698566,193.40541323560424,106.63037575633727
E,0.0,204.545587096104,105.92960231513155
E,0.9688205262730196,228.90565678002116,64.00729576346367
E,1.9380568326590553,195.36981504501793,77.79291654205467
E,2.99353939667241,180.37751388160436,69.83620307417671
E,3.9570999372843363,207.46557613054952,66.63436649256901
E,5.544446273155193,234.7095768558567,54.21127304721871
E,5.983603610438094,200.2956330688526,77.62010442831432
E,7.3204816992138815,183.48365688017185,84.9667457522025
E,7.733121501310772,210.44040115477415,163.26289913797964
E,8.29873599179964,207.35058346377758,170.76105868272344
E,9.863426520361271,186.53323661036092,156.74064425600048
E,10.465633016465876,166.67686571806632,152.7306814382948
E,11.63929837965641,214.15600389425595,50.29864814174278
E,13.707634414870272,229.00868125283867,81.59403057622573
E,15.517970241703908,215.49704031564863,91.41410875520162
E,14.311515216518789,217.75912854646685,94.45099471331291
E,15.887433619002348,183.2474907595851,66.13443632734366
E,16.438292958471948,179.09855258149108,349.4700897215217
E,17.65085926237051,247.11510470233296,343.7332318781298
E,18.05630008832992,208.84170561407512,256.54865746402436
E,19.642140998612945,225.6861395468361,363.8893060468737
E,21.805016667927283,177.16905575638677,256.1231258176463
E,20.382754199619416,227.9160702855534,121.72297100126877
E,25.22813658012646,236.71513863641886,62.926328241525205
A,0.0,161.56198332820696,99.12459745669703
A,1.032128625690822,164.8260063204731,122.57812610191176
A,2.082442051553731,183.48658678144338,92.87147183249985
A,3.0750248888214284,174.12283030340157,104.83488335384125
A,4.1884728452607956,187.43341483292326,75.02420835897546
A,4.600341185169523,192.33423284560644,53.407296016237886
A,5.964458738682791,170.5877835991914,100.34795857275408
A,7.429722370224175,173.04130752827726,50.73168581467208
A,8.26476125294194,140.81570406020276,170.50854522716415
A,8.773769182075181,167.0232936603619,175.01625076497498
A,10.253377507204034,201.63362249583633,149.44544036558764
A,11.834096091959731,191.46644182271532,171.45442413257754
A,12.096223433970781,185.93148678633372,58.736764854807944
A,11.614039796628068,186.29339340551002,96.54551993591097
A,12.73873778415744,197.6167880796746,109.00279822029361
A,16.355230970982547,171.35240866892354,65.77850548912784
A,16.03961904969119,174.47074433599346,63.01665414517891
A,14.881258364610098,192.93053484974104,242.07058822196365
A,19.70446818724762,160.43606557938068,249.64750660425835
A,19.973575901556405,142.99790163725314,355.08790301881174
A,22.165567605711313,144.14678774244726,303.0161115822116
A,20.314513287418873,131.7158688483149,362.9676531978281
A,22.703451931217373,152.8432400425224,96.0068284709196
A,22.383519143975303,155.87512276733295,53.93447028045411
B,0.0,227.4717482982258,92.86651003232011
B,0.9761802085574482,211.38232416860328,49.74609648882761
B,2.0708035732668475,214.58310746788783,114.69361184770663
B,2.7957571337165,196.39097537684492,48.44803613581845
B,4.178975448217867,199.46108164734974,54.53645408833159
B,5.411163059725571,194.30317162557085,91.84148238432445
B,6.273223031187183,257.01277015994424,65.8243412269993
B,7.411908052939882,213.8638830691628,99.93813653762018
B,8.33078251468385,232.8733848413787,202.7291448377729
B,8.430812423654817,246.21090360864116,160.1381368256821
B,9.550046377597306,241.631645889375,187.9198358803597
B,10.628391456342472,210.98785611760152,147.01193429956004
B,12.29944723890594,241.94866793025855,107.23498345783293
B,11.610767639051637,214.67701593507923,117.48387813311034
B,13.469326842740635,254.96185971065185,68.93025448250982
B,13.077236459973685,226.99547888149388,104.23721448046605
B,15.629923898768151,212.5496995419784,92.12535281381167
B,17.255625143780232,245.97508807558899,380.5590421001582
B,18.636865452732042,282.01625853634323,354.43841160157814
B,18.394346114990135,233.28014591450884,279.23289398768935
B,20.387605958296344,216.91828798289984,335.45295414686564
B,21.293692840109685,236.40377690369843,398.52998098653796
B,22.412210167631585,215.8163036691184,93.31991177469008
B,23.487182710265724,221.23030476639502,58.759680688249624
C,0.0,294.9376981505411,101.99034270297157
C,1.0031312107007824,241.7352959421041,67.06899387129181
C,1.9920900629377027,260.0444152794768,100.29338332695274
C,2.894178961252258,215.71977409703715,86.90340364553794
C,3.909901625482257,262.69571937844756,49.15177254484446
C,5.078643327390123,224.2372146130878,108.49190990452196
C,6.271419236276482,231.21492373684504,88.70811522483058
C,6.738237046651912,288.8537469468009,64.25140955296702
C,8.710577518896983,223.24845601533696,186.99206024215675
C,7.97477999867354,239.76602112478187,153.0277760002441
C,10.09546090100522,253.19808055471043,135.22267638114658
C,11.179873060854602,220.9403334312696,148.6762863690662
C,11.598714751687357,212.75913888717838,92.22071308658423
C,13.28898219012271,239.6741890785039,68.23207970105135
C,11.881571514157558,271.3731089708855,95.46650625988711
C,15.455507897729833,253.2229719696205,92.39381747858882
C,16.67900963374181,264.874827431577,93.52571485938006
C,18.779300681635817,210.68740181619665,271.50921647160044
C,17.4895251560244,269.8801249304043,280.528445900369
C,18.84023815915279,244.09012869555866,255.9782128123644
C,20.842116254222876,228.55725913968536,263.99234938162203
C,21.831647957426373,220.22112804517644,256.935650820316
C,23.988633689353442,211.34275700889958,72.21845263646905
C,25.136812466096757,262.86760940349563,54.26774931681809
D,0.0,163.04574441329203,118.18937507218816
D,0.9961761844376555,162.00574556265047,78.59137244521722
D,1.701231619934072,170.860963847073,74.98732585080991
D,3.0785370833102044,148.30881821377298,92.61961097940376
D,3.977652576960815,178.06952476687383,122.64734151508306
D,5.142878934071363,167.06547212404624,63.57133103382516
D,6.230008552337746,167.7922226096117,113.41821929193671
D,6.758926422850794,193.9707160828608,109.35331543079505
D,7.847688761279686,166.53351029484918,134.51892621585662
D,9.039080398230137,176.10299122849656,153.3726075759388
D,10.732387788740096,132.8392879079228,196.8008309926696
D,10.96222718621133,161.45515568943864,144.28539895152338
D,12.903245327377794,153.97824176757962,70.75408271566714
D,13.916436419846955,150.60377880817214,55.28925305389712
D,14.527278303962886,148.51606321475987,84.43281455788431
D,15.442164053531332,174.6263170640726,108.6264131583843
D,16.364378036654998,173.3133682791992,109.21474670069425
D,18.13202535525647,139.34801733419374,254.08292366270499
D,18.67754384999211,137.78405369133677,342.548868194746
D,18.82127648415451,157.39927590044488,353.9528490533835
D,20.05416491263691,176.47253936469224,310.88881659305275
D,20.85599359731501,186.94846446522143,260.3459927037722
D,20.31479748554214,190.98241933283236,60.24846478958875
D,25.257245056134924,182.10658304350684,103.84063059963286
E,0.0,208.72340771680635,118.54228926405612
E,1.0244149473661641,206.98953174619552,63.34645250574509
E,2.033160947738603,205.0323807791945,78.22460766541647
E,2.830903328298647,158.20960414469033,71.64803196205317
E,4.008310644836572,186.6614586456774,59.45626624663668
E,5.101797344504183,234.27670942329004,52.43574038525555
E,5.784953798619061,186.64491983855436,83.01970729499995
E,7.2633256134828645,194.4588391683384,78.31330778506131
E,8.631824138557931,213.31767752016884,179.13905399042702
E,9.270641859845535,207.16689903824772,174.56428937807604
E,10.860843091185231,169.5350021646958,149.95691153396766
E,10.905775589322825,175.47077205242203,139.0794917091162
E,12.006361637253251,196.30853055535096,52.906045245880186
E,12.867481677448977,185.44456683867168,77.79846570440246
E,15.292428144035421,218.12629644671574,90.16221180978033
E,14.626267607643191,208.28609326101045,97.09987366283586
E,15.518726414677012,179.0611068641403,67.98823458677597
E,18.59604027632681,181.89673443908205,342.3596252403099
E,17.552257293142212,237.96627420207915,319.0733282457486
E,17.37618411329968,240.83928529625769,318.90932522910526
E,21.146955598234403,246.03931431000936,349.80951767816276
E,20.421977222480784,172.6286141262497,262.5642924830921
E,24.5163898432158,216.08278087659704,106.82799100581272
E,23.533061780703665,235.8353028330377,64.08403750615867
A,0.0,162.2756293811603,108.12802560615957
A,1.0201043162926655,169.4797307477588,110.4568217399294
A,1.8791694121255165,175.21408330329294,88.22614579903934
A,2.906144111999249,179.99855871082073,98.5465899683041
A,4.251534604350004,173.9604794843678,71.35594183528673
A,5.072643023719729,197.3113876226859,50.20019070334843
A,5.957012364658593,180.1257390233456,110.40725680789183
A,7.092589301443528,164.61930810343603,52.95142898910075
A,7.571898066423223,168.00330262604746,166.86182427088582
A,8.883931947761553,169.40455300203283,151.12001294855352
A,9.689849615642519,177.48567902408524,135.68334635237693
A,11.958798441011647,193.2075619033024,163.8301566150459
A,11.096601534635148,181.42213162431733,63.877708220292135
A,13.174708480459506,197.0589424861003,94.6973313442322
A,13.814250251988456,178.00252865188784,125.76561632591212
A,14.914282200258018,167.09332558800452,62.3840467012086
A,14.67373082311306,150.50583721202483,59.28242108125037
A,17.142359809577304,193.79490861804985,303.07256231132607
A,16.070017303857284,146.73820951791296,262.0015176918401
A,17.827630075616366,146.4373147719746,335.5963725728809
A,18.424489323373173,132.85156859876787,292.9554249939831
A,19.087778106386025,135.50871182846728,352.508144240511
A,20.17490076176484,154.85165749961777,110.95541161082606
A,20.705019346426806,148.79194050793538,59.88592470825489
B,0.0,245.9700177475571,93.13447018332832
B,1.0498635960063678,184.6844215364799,52.235902099342894
B,1.9866191668387359,260.34261905721416,106.36387221268131
B,3.104971113229016,215.27599750100242,44.76256444257807
B,4.076058524122301,221.24658455828248,52.31178900187397
B,5.3055420636736335,188.44257264644204,106.63630382482316
B,6.329967483553363,214.39634479378742,58.120856557323705
B,7.352842885099197,224.5288092950731,94.60194774495787
B,8.03569864625805,240.71261126576636,192.98314387344317
B,8.949069895566206,243.60551464199273,149.6651223082626
B,9.126605132390495,238.18561247159434,182.66686850667796
B,12.079343423894741,231.53576380401066,156.16528911761952
B,12.24623742391032,232.12243628833448,106.6380498610906
B,13.291643885984906,221.22620263981048,112.2948935650532
B,13.062537642816348,255.8050017793932,79.9745734297016
B,15.454414330652112,218.04028643778793,105.44834540855445
B,14.432096875748751,227.36752684788823,96.31792608079427
B,16.44423054298805,266.1680626200699,368.5056394293293
B,16.92230119561287,261.58717112294056,361.6040099280701
B,18.685366762599976,231.1944562080333,299.01278868228343
B,18.562817021669307,213.0890476998061,320.2674455352869
B,21.56445208778075,218.74236838117753,370.9058450426426
B,20.867508682336556,213.94489815944715,87.64550066016348
B,20.28529514646117,235.35274255914553,58.373274113694286
C,0.0,295.9341970132631,106.71434875494515
C,0.9487113881245071,246.91843813146204,58.961265558480214
C,1.8768381088198405,237.25541122481434,96.37098983117977
C,3.189802386200084,266.3974688836926,79.16736152885306
C,4.30033372429197,283.3241995504873,51.906915538544965
C,4.853837206826123,232.98513936502184,113.4066917593976
C,5.89338247020127,210.81731528546973,88.79586720252901
C,6.829767989171117,270.19477037219724,61.13365497584655
C,7.9319749632115215,228.91380232544503,166.25442462538203
C,9.618874910466586,234.4676218315046,163.4853737311425
C,10.826957016035454,254.9169094489069,126.42452450655408
C,10.477673723663678,232.5679782785773,157.8450050289454
C,11.607365959596123,214.27010693398543,83.10228672645025
C,13.028244324120331,242.27605833950187,63.008987743511106
C,14.603457429877155,232.6969862960243,99.820264989395
C,14.957691137782867,251.95215805101685,90.35646829134879
C,14.130604622295644,250.97493001829534,97.4106541299907
C,17.241359291113973,215.55120310431573,253.20323960701577
C,17.697081503666194,225.07704381213918,249.83022055923956
C,21.38506413689089,226.2212822273595,264.38248211437065
C,18.321452972293923,205.07263202402825,283.74129650578203
C,19.892469473208784,275.47666643123245,271.92379169237154
C,21.31430462616863,222.99178067093715,67.34202055188383
C,22.470327504527628,247.7864153537209,49.3351397516011
D,0.0,152.42728784866313,119.80855472033281
D,0.9852074393501212,182.03529708375635,70.16947752553999
D,1.9936064953455301,175.17663847246743,70.41797916305282
D,3.1091733634411427,157.42806641065576,84.25826118311392
D,4.073014696782796,187.76363085825182,108.66962216380598
D,5.24151391972543,136.69723569151657,52.61293219610984
D,5.8445658348905445,163.78724361751,99.6626340241705
D,7.491495895714188,185.29977151288276,108.96375865255632
D,7.50880743094682,156.34317506947326,148.13686159452266
D,9.476263557811082,183.57089234931337,147.16546085657617
D,9.79873607485096,126.18730771355031,188.17373914085331
D,11.416207051762688,162.6333055033135,139.3135115117133
D,12.210271759353102,133.62775355637362,66.87874575774258
D,13.86086230929135,151.2908057500306,50.1276155969138
D,14.06730349712146,146.0316675532078,93.64543153055968
D,14.87792009942056,167.22742595186918,110.62243069275371
D,15.01621956007956,187.43078218801998,107.21554894657694
D,16.558860814506236,153.3958244156155,242.19337465741245
D,16.835098998680007,139.24038430170506,316.6711377212012
D,18.100978391252895,136.85750899082382,370.1132481285612
D,20.570946855341944,165.65165450317411,290.555063811722
D,22.896468977488286,197.34004657088056,263.22348783799515
D,22.417542868036218,201.50201980003655,60.65210889308894
D,25.460235380699554,188.80553258640188,89.06134974285894
E,0.0,188.790130537778,124.59126208859523
E,0.982898080297124,193.7507723938123,64.80277738109956
E,1.9842661879358785,200.30330965296773,81.46111494527659
E,2.8281717875389654,182.28529700860798,79.15578322786259
E,4.333561251609302,210.41618715883496,52.30051339155312
E,5.111995928212166,243.09916229784787,48.74416121971054
E,5.824958972413453,186.98137250634494,87.10261505199709
E,6.841845507003236,183.30248799529915,84.90019364581089
E,8.38620255184754,212.49030946707964,170.60614181128904
E,8.842325185762556,205.6705578217885,162.75417986310347
E,9.875204003493414,183.39504138182807,144.46664155407794
E,11.266216223406348,194.1047503727328,146.02497642081528
E,11.353849215603601,188.89770228024133,52.06083900018047
E,12.828922683299101,205.80928910234258,78.81672090265265
E,14.710614675228026,224.30759092714123,98.68328133378301
E,14.765238730042256,183.65951502883556,99.77430828586425
E,15.444233110255162,174.394634949377,71.26697317513215
E,16.68732160760447,179.72415452599506,350.0818074273345
E,18.441471828975153,242.18872278924673,338.20908613612767
E,20.351653772573673,231.48450413280978,307.6469421687053
E,20.044202131403946,214.85892792668457,398.5434308188337
E,20.80653742957632,172.52490846141106,254.00686205312218
E,22.032597302874283,208.03299911340258,110.0111071169342
E,23.29294814300665,221.28557941425083,62.99953123598995
A,0.0,167.79303564713004,100.99375333216976
A,0.9593381346388082,155.60099746863696,103.58465229249778
A,2.0735101112946577,180.7784000318954,97.46858988913816
A,3.3871974859386342,200.82557895424526,99.83305883778047
A,4.125436139529396,186.01456769430524,79.05840779883293
A,5.392472790084768,188.24230632038373,52.5712503344739
A,5.539886097018813,188.32487973963103,109.31805543394799
A,7.760072984135263,168.75078385208514,52.361954676581604
A,7.6689377604513425,140.88519894065644,149.81271684175653
A,8.543856923559959,175.87642175867364,162.51661003160044
A,11.156055310050474,174.53700390870617,135.36538380245918
A,11.635948902154869,204.69520552339463,155.62194490224857
A,13.038864914725707,171.02058489642513,67.57954812352607
A,13.040132568733494,179.5709667502471,92.72063623162562
A,13.371327723177313,175.77011292080317,113.42017659148073
A,14.925673502317032,185.29919514151354,67.63721884461677
A,15.4130151154518,149.98396249699923,62.45219006983424
A,16.067396824362373,175.42258801386203,273.8041266169387
A,18.092055240233787,167.0756641127121,280.3795508266965
A,19.60143829553184,150.78153516584032,335.1868186999432
A,20.095209692439767,147.9687115462358,264.11629575197816
A,20.21926173578524,135.74100060605588,329.42459782704617
A,22.778132830670984,142.8607654770831,100.17988655006128
A,23.438450216343536,152.4235135874323,59.099989518535644
B,0.0,218.16517968180995,102.52836255123952
B,0.9326251269819827,202.43654527998177,46.043810073485346
B,2.1172477792646864,231.7757484164542,121.46636345161409
B,2.858090479311351,179.65432903808454,44.82416263433187
B,4.035658112424184,208.26159074159574,52.208929059677516
B,5.145452651328441,201.37867119307208,97.19226072821972
B,5.894697983884612,210.82045595086547,60.03216897801125
B,7.346335451442093,221.76975340280057,103.23283208059499
B,7.63929919683696,219.592489554818,176.6491390601123
B,8.591408765501766,227.84162543696314,166.97925534192848
B,10.64765424067477,248.227944365876,165.5373758193388
B,10.731242782326758,242.9240428130857,149.97281264364366
B,10.804503275440684,246.87187388980686,103.88524228367125
B,12.308608987544188,240.0533809668895,110.69924046787445
B,14.35718796817698,246.7258684359547,81.08449677576894
B,15.155839268483122,219.56453840867863,106.45202765479951
B,15.701343683634082,216.41268031727284,94.33467398592242
B,16.25294232899986,230.4501746589688,328.59044752170945
B,18.212690783334715,264.5927853443221,325.95506936615016
B,20.575117779126316,245.7974706936245,296.328636150618
B,19.833874770757003,196.79465006045425,331.2619379871058
B,20.901746096134914,232.39493212195305,376.14734123983226
B,21.876867952465236,217.92216626617179,82.70112636733295
B,21.806702005146587,231.08767223002792,57.136168724037624
C,0.0,263.96815294481365,110.39908476052976
C,1.1228723582024236,210.40954611615777,59.078708422438936
C,1.917629229579756,261.8697252416489,94.36545058135748
C,3.076712928774315,231.95749125525785,85.06109519228764
C,3.858220852128356,262.93120355314807,49.678495657517736
C,5.223953419686828,226.77365993712138,105.57839552587693
C,5.402630379111828,218.15052463403154,88.97403150564324
C,6.4894232213117125,247.53308488901257,63.83468952282258
C,7.8449956651791215,246.44078069225867,160.02154464423216
C,8.962647033818035,231.71853974518547,158.02007990322542
C,10.099847822331203,236.32220231191593,118.53956121045665
C,11.697121483989173,209.12007990635112,158.00632088932147
C,12.575654864378013,232.04414703722716,91.56494115608284
C,14.174879601888437,240.3234707822461,72.47736331111108
C,13.828012652755456,254.01472743041145,101.64597476082508
C,15.864492515135167,289.09904453692025,98.41054681776414
