zone,population,stations,lat,lon,ev_density
E,6105.698422071586,0.9887363028205173,13.18942431551996,75.39997281087626,299.9716953315556
A,5018.78296268735,1.9079358518212974,12.399770937422025,81.5915532275017,246.10572546840208
B,8180.826640605603,0.9592246217147652,12.09747382992649,74.71158050586958,426.52497319974253
C,3233.753718392282,0.0,12.895567646445608,75.95894266641893,158.92116726880084
D,10383.267392612735,3.087233515967245,13.124251713555964,83.10533884348324,478.04246032345736
E,6543.298294825871,1.076749135469494,13.358241423967783,77.503809606988,309.2842874820046
A,5154.531820607338,2.366189838595432,11.266680664719994,86.25216361049306,253.09656702800237
B,8263.274099484639,0.9414650917737332,12.889030755439011,81.28270844407272,408.65635470524006
C,2784.9085764679126,0.0,13.464625504880594,71.09896160860741,150.83714601332272
D,9717.172371090892,2.862954557295811,12.202125377203927,74.2133728392668,499.8170455051817
E,6114.067243529278,0.9910591780305055,13.974210728995416,76.59862150085522,273.2622818117891
A,5242.549476785462,1.8671734852099746,13.363090409714552,74.67445287982196,259.2687321395981
B,7928.6058241275705,0.9913337045371733,12.831855726323463,77.9238433316269,385.5011548295766
C,2994.150947650108,0.0,12.864293581156891,77.7652851466347,152.2558590916137
D,9814.651804254736,2.8532427468038715,13.337525289868827,76.82098820376875,468.64817266797263
E,6376.732875725575,0.9016118404518582,12.975583591123485,83.19065427946559,301.16864257974805
A,5137.693499226295,1.9825525501887393,13.059338228581565,74.26049119995022,238.58285702330926
B,8078.191350387526,1.0202735659700484,12.438735079091186,78.01469377601846,384.600916561863
C,2936.65542482969,0.0,13.404920674775012,75.98238622190902,147.7008266726153
D,9784.698447131488,3.140361983392825,12.954309398484865,80.61156891425773,446.8206196324224
E,5625.278501065983,0.9372663314981343,13.077368308341981,81.11086478752301,301.55858893079323
A,5211.349650435993,1.856770555337816,14.05999349465189,72.32363586279243,276.8059829756841
B,8036.004725324355,1.0944809720130024,12.207253355722047,72.711521738505,409.06289781017324
C,3063.791740561157,0.0,13.745286482020955,78.36645817775916,146.3155635913116
D,11052.845950052031,3.0513501493284934,14.586130629135173,84.43048969687496,497.8480360341483
E,5780.968750077424,1.0272291821472161,12.650638331590866,77.43309894185273,295.2569454650208
A,4632.734044311013,2.0515026508659915,12.741741634175606,71.27892907503278,266.09846328154276
B,7993.122323782827,1.1036248417058456,13.011191069701148,80.33332266639268,412.36223597528
C,3042.935105735713,0.0,13.004512951065816,77.18140276757069,152.93318575295203
D,9126.204475567303,3.250565967933274,13.362474955455067,82.01179528778339,538.9725605844759
E,5770.950664905056,1.00873142745326,13.61827750058932,71.36410590035668,285.6693243980904
A,5123.218245995877,2.2822801709823053,13.815870120198895,82.59160774873477,270.4528989316187
B,7843.779645387588,1.0006139374355503,13.48658782450878,81.46989669402399,388.94007944648337
C,2940.8992852615925,0.0,13.874896958760797,81.45255597107045,152.77851079197282
D,9559.066191388754,3.0680523456818096,12.512467967578214,74.81456898162274,475.8501007357192
E,5973.951884939835,1.0297826672759844,14.004617727229313,79.7851974828522,281.5815756234257
A,5286.671194995415,1.9657416991013792,12.251823823458402,72.31371624452119,240.80337525756653
B,7623.806730252664,0.9925905799227208,11.849560494832511,73.65944511340474,402.8638612920575
C,3170.43894838293,0.0,13.1064992295382,80.90201511838103,149.4402119873034
D,9879.32760137393,2.899979186061017,13.598932242817302,76.3752611961164,516.4944417107162
E,5981.166071745101,1.0089958111065092,11.62908319188633,75.3367392764721,290.9962071103392
A,4701.904941693187,2.086479143429751,13.08677391722617,70.78719224955523,265.6597194922195
B,8118.417419632913,1.020321631801834,13.056845394207254,81.27055726731315,350.477386157483
C,2973.70611452342,0.0,11.828059634307193,79.68744532316187,156.1930518345232
D,10376.86483090343,3.013368729795875,13.501476591906824,77.84731190317558,468.52975204984665
E,6191.816463651815,1.030821161650224,14.577550775332226,76.85020146925103,300.02705664335053
A,5068.67886913597,2.077567318247666,13.321593462157946,65.93226909158996,252.11811413014743
B,8186.6716000553,0.9650182223867352,12.168973672276225,82.48267594147087,432.16980826879745
C,2964.656910970729,0.0,13.430292671539837,76.39948099965068,148.86096715493912
D,9778.7518014961,3.0421617722037153,12.657129329960894,74.85431239355091,507.25821564275134
E,6513.309857925246,1.1370749819805295,12.346529815132206,75.99173932897388,306.3781422983889
A,4641.6828711473445,1.9664909136553381,12.749846044166906,74.90906852833541,242.78210601911113
B,7574.261825772889,0.9630220708074613,12.895557822387495,73.90154969326953,420.4273264514441
C,3238.2373197429956,0.0,12.820852472347848,75.982362323088,148.22916954682424
D,9880.88995080726,3.0518325125710537,14.305672153659772,80.95973095888516,512.1670085114457
E,6368.333330166782,1.002922454194958,13.388724092743894,84.92965232640373,299.90671018870086
A,4968.013304328537,1.860700492007552,13.495724149095862,82.17794936170006,274.96337591842797
B,8344.665735180892,1.0773360307754603,15.121011939092117,77.12637608246374,404.3927947679599
C,2994.9716611126833,0.0,12.350602751433323,89.83710561637115,157.84018341025836
D,10415.594423294186,2.799203650570531,12.78177433930061,71.64370039067144,523.0937800260839
E,5818.917994514335,1.0472563827123134,12.363694510525866,78.02185561543962,293.3320420088515
A,4923.181536285889,2.057034190590106,13.337774913416593,72.60166222779424,248.15408782024176
B,7640.271839405885,1.048470016083092,12.911181975330576,70.91577656159689,400.5852381345341
C,2898.4657037975808,0.0,12.560445502465111,81.62983153153091,147.7077613768592
D,10849.980112100196,2.881702938400671,14.71209096484778,73.44801855085653,498.7174128278709
E,5808.590303632629,1.015568016314545,12.4669509215597,86.89049690220699,320.62607763545844
A,4941.978003264808,2.082808059063357,12.881860570158643,82.11488573156603,247.86329224407638
B,7526.097774034311,1.0130350273062372,14.311451051492119,78.5250267646686,416.0607357955366
C,3303.6695710672734,0.0,12.039001150631908,76.65180720977772,161.06903494268983
D,9967.059621785447,2.9105844403610592,12.862686676818921,76.16792917797832,564.3851381495869
E,6310.007556758941,0.8671415184527878,13.389575125053382,81.48270261337844,282.713226328659
A,4744.071678338158,2.174010201549413,11.417933063069214,78.58555260637115,243.6866402066853
B,7827.718394076307,1.0598526341340904,12.580774765210235,79.83379911821187,450.6508676691488
C,3034.5038800558787,0.0,13.594280484213797,74.97783149033435,157.10425082945795
D,9474.16634401393,3.0331645069653486,12.52560933580062,76.65408773687064,513.3990441987265
E,6191.896746930134,0.9394008505553278,12.374563936776463,79.42248258423551,308.8301136038252
A,4495.528769123116,1.9392457279169772,12.799860447926102,76.02309650777292,264.4679711374515
B,7782.81701890408,0.946193923715474,13.06318464625162,80.2727632202539,423.2659187064692
C,3211.7620668242416,0.0,13.875006505643139,74.98154003109521,149.23182634962632
D,10698.805777860236,2.825284346586087,11.558199717406318,80.977155260567,456.3576526125861
E,6223.964789706119,0.9533172277295716,12.575703959904665,73.73538328172641,280.3242375047855
A,4699.359517267876,1.7657366995564423,14.00165404856591,77.26189120686247,253.60471259358982
B,8687.215018491528,1.0299767016764483,13.28882317833466,81.41745795726081,383.4402490182178
C,3122.6483343485934,0.0,13.308051634142325,80.69007842905754,156.520355842701
D,10194.229249058173,2.9502661422875063,13.995989857731923,78.76864048427954,486.90575164766534
E,5920.963708884634,1.060993905794251,13.723131427081958,75.84412879421092,303.71054591002684
A,4817.201855173622,1.9564649529797757,11.736613816232833,75.62630809717459,246.2621789591538
B,7976.914528118866,0.9503888395575203,12.54745831613634,77.04435612970249,397.0516441451856
C,2776.035430200424,0.0,14.538497899660861,82.85717420291206,157.7481742913303
D,10423.471150968782,2.645095784335775,12.574530720735227,77.1384467654433,551.2290836325276
E,6435.43391347646,1.0312615463944357,13.63545103760158,75.05516769999376,306.17062589180017
A,4652.54246691826,1.8673029554598723,12.601822850853337,80.98864882840567,243.6741401542251
B,8299.409345463015,1.0228300185348196,12.886515092227674,76.64136445406494,400.31410210160607
C,2920.158471878862,0.0,13.530894407677932,72.99158614096334,139.81695471281665
D,9707.23516745576,3.2790957522990154,14.314635466992584,75.13026937519845,524.8840377016267
E,5858.040590365944,0.9994522346473297,13.712066379563556,79.21229208635896,290.2267767266439
A,4997.765759627231,2.093265790639335,13.107811897002914,77.79157516624944,249.04814162739245
B,7730.138837947636,1.128368927224571,13.398529235553276,80.76666634431885,400.02500473402483
C,3100.2239046621066,0.0,13.587438417737529,81.15665718186781,153.00845482177422
D,10482.695821146304,3.1483725804841187,12.422737144798566,74.09282116255396,487.982006170867
E,6130.7890512101885,1.0034398691536341,12.590541261810673,77.25483001168821,298.725182092126
A,4840.336029499918,1.8602320314791807,14.087741715868635,78.96679345242998,245.38158291001653
B,8280.294930409322,0.995235459080903,11.903917398512302,71.34380293439673,356.9805659032682
C,3181.969315695023,0.0,13.862781229325426,78.12259202910069,146.14798297125998
D,10214.233360630524,2.8813280590249137,13.827358138103028,74.11891981563353,478.0530140873889
E,6030.758538758588,0.9927705448894628,11.691448356085631,75.18296227312926,307.57358454945944
A,4781.393869422965,2.0043454831660865,12.962370554111187,73.36214613059427,245.03708063015017
B,7462.70913085866,0.9718319309918614,12.621952152229126,78.08518273612246,404.46935716270633
C,3063.9745595616437,0.0,12.916828259895912,87.56096959114805,145.30448898624394
D,9996.407089174148,3.154547224482049,13.801830437118737,83.08031055586088,572.193116210122
E,5910.349505833551,1.0079387021607504,13.815898354341899,78.88849760150208,314.2199884344366
A,5306.588863921067,1.9471106318297724,12.295207961534642,74.76437384813246,227.61868112854887
B,8116.388635608177,1.007443611008908,12.831394656985333,73.59088112650569,383.9711258307949
C,3196.3937204677813,0.0,13.698723596478176,82.05779530519123,152.7829247065378
D,10221.854751023953,3.130826390865161,11.405277720443634,72.51418479236648,454.41352596991516
E,5828.489482171163,0.9992274230050331,14.127718530133542,75.77935439833608,306.68331743881083
A,4895.4923675079,1.9223613185420767,12.128201574321055,85.85830299947757,257.3317482638903
B,8293.995174909196,1.0407649990739052,12.081128613230538,80.368539538049,418.1255676817404
C,3071.909265412092,0.0,12.944000670558085,81.16847025158754,150.37330725793635
D,9229.150137083885,2.888561908982299,12.500276600435516,81.84841542163458,454.96388716242575
E,5979.354443574127,1.0361725621040525,11.831142047334621,68.90178984309836,282.74838460377714
A,4750.946060131733,2.027155885766868,12.68055382294341,76.74585105498012,240.90558311245232
B,8765.144483727203,0.9183689935453503,13.923756107024307,84.96428803076041,392.5152532255332
C,2778.5214479885976,0.0,12.860196285053549,80.79011934298445,141.8409565854108
D,10585.50584460692,2.6140948002377793,13.092166756996946,80.3512096326878,479.8257809397522
E,5962.198221443247,1.100547431691937,13.349957933363187,76.1599629801643,285.66100223578655
A,4875.11469714341,2.1699389459793608,12.265250503229165,79.27274868158304,281.5265696039563
B,8161.633023764217,0.929727634071833,13.23021865953295,78.04470577080995,423.8649397471986
C,3048.3347784971024,0.0,13.427137000810498,74.18501250286626,142.81917206669647
D,9897.626070884804,2.6701332086527323,12.119975688845644,88.02977389052387,487.3465455033862
E,6060.917742883654,1.0251073016623402,11.569937984071409,79.10810271174581,316.2615558736511
A,4785.040677308683,2.0773256324555875,12.864361390001838,72.48680330890988,228.3506637141196
B,7754.441308344627,1.0260575455735406,12.739250867971139,79.94236769326085,405.0985233647705
C,2790.2119208215136,0.0,14.357891053770697,77.15524740252182,158.09104666122659
D,10377.976572775975,2.767150812417216,13.436184148349065,80.85562249252861,460.23704478851926
E,5890.265160509087,1.0193250558446416,11.890032236434884,85.39754509040179,326.3591525818508
A,5102.25587440272,2.0205485459354118,12.66157078373459,82.8950128981689,260.8786118271782
B,7810.184317563538,0.8955089035397514,13.863773631422395,74.85413369548225,402.6682611223026
C,2952.101773526683,0.0,12.663766745380201,77.30163053178924,149.82885203059834
D,10408.850296177221,2.989104199497291,12.232789588443156,76.53316250216969,517.3837345239116
E,5827.830451799265,1.0773589473484053,13.203996093954059,80.19976084962428,291.3507830633057
A,4838.4596284896425,1.941376547680139,12.755602477663542,81.4564414604747,244.30133510846804
B,8188.83683701824,1.0843953055030808,12.809707493087457,77.45956957489103,396.65891026066765
C,2842.0532922097586,0.0,13.339579664342962,80.53664358140819,141.49650692517437
D,10361.005698742154,3.012772288635309,13.566287578701155,73.44282288243096,461.787411655429
E,6249.19480597158,0.9989383970250474,11.414981224054863,78.61679219733448,329.5509719731445
A,5395.913805679931,2.1877510397705264,13.236615562116548,80.84600185848575,232.93651471900364
B,8018.85327594413,1.004099363011074,13.040838071610088,75.58572933079695,377.46899978581916
C,3124.912613816419,0.0,13.118091320944924,80.38256499433903,154.16989279917414
D,10669.701837949719,3.1266335291135965,13.972321615425122,79.7681996571891,491.4326603490499
E,5892.0005342513,0.983596868551781,13.96089936270035,85.31404985881993,270.0256971264457
A,5077.279653618563,1.9934359216439839,13.49072336761278,77.55163575751487,250.80686527923785
B,8129.301205214505,0.9691196158586864,12.652146990970492,80.37578947365898,418.7595311194132
C,3046.5084650684853,0.0,13.44065238556818,84.91456655933838,131.07763344300156
D,10687.787262205953,3.2304143637764717,13.297815236039467,69.14422147387359,508.8776106034361
E,5775.413896930443,1.021509987807791,13.222312504183595,86.87356069075645,311.7953751860585
A,4728.423505184376,1.7282582631955425,13.127072548857184,70.74764022128095,247.08609373312916
B,7617.0574329679175,0.9107713586409588,11.946940355143687,80.60637103200605,448.72335477721515
C,2697.0869622141918,0.0,12.801547130010704,75.57170093485314,143.0548978517086
D,10320.437102449683,3.266323636160307,12.893244467540535,73.7574643390028,460.27103953111134
E,6473.941255927706,0.9337605451141537,13.77518188402591,66.7169235729633,312.00280327302545
A,5349.767934940338,2.003232088855121,13.420909776154074,70.47933521570508,235.91206162915185
B,7888.34649270224,1.091456383335503,12.499530559183917,77.76414937177768,406.7466835699872
C,2803.5916267381376,0.0,12.190284988938908,81.71478097865884,147.9945104441903
D,10578.240896759451,2.9147511618541753,12.575094341830379,83.27431054725821,460.5219521826764
E,5901.440761569023,1.0502316049555556,13.595128757205906,75.32149175514937,298.9028960060411
A,4564.80359969152,2.2119232653743324,13.802158503461756,76.64548916765882,240.1200531764213
B,7639.154225269402,1.066549372179769,13.346704692278378,77.87076852190184,361.66458674698754
C,3295.2872919306833,0.0,14.163316082533319,75.20518780979856,150.94773313286862
D,8826.710748565272,2.9878505148275343,13.543754228593505,83.89596183192964,500.3855987986136
E,6466.3714846911935,1.0748094879406895,12.6269006323539,68.43187409749974,325.12167246948866
A,4876.1719681335335,2.1216546957229694,15.108754254879193,86.77284947972765,231.42691192415356
B,8054.535319096033,1.0383786215802941,13.189522167353747,77.62343889664571,410.10214535384864
C,2815.6365266670173,0.0,13.322138208479236,71.07238144911413,146.09325313554547
D,10719.694785479971,2.8830174658985706,12.525817750161211,69.49578586576288,473.87509342945214
E,5721.785309434223,1.0514196048750493,12.491720354744007,78.576272995014,314.8654436672764
A,5434.374322938449,1.9639531638270993,12.63761980699404,78.21639258263646,273.3768742078006
B,8033.593809958556,0.9609152994940179,12.510146464857806,70.96671273075835,398.4962842094731
C,2751.0277473112124,0.0,13.650010805041953,78.79217169522438,138.53082471209555
D,9298.926516682171,2.7933346157836363,12.662174867786726,78.0823491750371,488.5273005287528
E,6061.118674529043,1.018129783364204,12.724800815080426,79.84462743414264,281.4074801382401
A,5125.668354855177,1.9619455193964075,13.676744908369784,74.12857607094155,239.91174406617267
B,8214.296419168859,1.0962325423501869,13.091680737391826,76.20309441734848,399.8658106633606
C,2867.5668606735817,0.0,13.103655197928445,79.26550156662266,149.82573844973274
D,9248.510657146644,3.1158256249421723,13.747055787637999,80.15224707646561,522.7064674516363
E,6195.328520424563,0.9817961020684922,12.419682836684165,81.41353984001675,318.13167454939725
A,4975.598419675965,2.0930965479915438,12.611598332462608,81.06792013118648,258.42554328156115
B,8213.423609001096,0.9652601095012207,13.169813681118528,74.95482163352268,398.3247623325824
C,3086.9466227692674,0.0,14.419405268481121,78.18076302459048,149.63298753472114
D,10608.229607539533,3.113949325296916,12.954395110102762,79.09335976800209,535.9983749698449
E,6373.01022617091,1.090681439538458,12.640768037582307,76.52491687614928,283.15911920154747
A,5291.516571011496,2.135007899537695,13.10477376156104,74.34613225715403,243.573791878131
B,7618.916072405314,1.0420497668376927,13.709562438694162,75.78027117601587,429.6438865116983
C,2856.9704483517007,0.0,13.219847056155823,82.79418950911477,154.20748949855124
D,9764.40041767526,2.998731717087724,13.037248124178985,72.02086908901158,471.0046981377481
E,6378.979496568576,0.9243584437134954,13.847273592921223,72.33633936417415,275.60536620498095
A,5199.740229266352,1.7954289471064566,12.335487698211342,77.09397248314414,229.37352901681402
B,8048.595811553223,1.0776506705801945,12.489425516136565,74.75594427104642,379.64914506262727
C,2945.9227698799973,0.0,12.85594724466211,72.75586809920493,149.67303649009068
D,10893.40268317457,3.0767037910440544,11.654951084317224,80.8505798261493,499.41193770515446
E,6673.184157854026,0.9942730219915237,12.786961921407384,75.87504645059128,291.71713590120527
A,5197.07764816313,1.8865142845818346,13.734583640023947,83.47797530747913,263.58473709729805
B,8981.496816066707,1.0660039121054439,13.221803320332935,74.43187325593465,376.209938436762
C,3087.93469923608,0.0,12.053683085551661,77.3408916162364,141.0731799193285
D,10065.086681216504,2.9172432676714606,13.530054922817552,79.15259432642415,484.50781084690425
E,6416.5103451849145,1.0085636450577342,12.322906148754932,78.92706666824279,278.2505207517617
A,4991.177484159175,2.0571484520984917,12.84957613301536,72.42448827282048,266.08913916877833
B,8297.376643619515,0.9377636138892801,11.798840425886533,72.64052570825864,370.6943030816597
C,2766.61982833505,0.0,12.973313632720252,77.22659011889652,156.9074402084818
D,10781.865302390548,3.0313063033169523,13.656199563724037,85.71491753720308,512.3988923649208
E,6308.974605628824,0.995682906344978,12.356957492993736,77.47389629069482,292.67796286525913
A,5232.852214955367,2.112890539419422,13.500048750368366,79.45622056144255,237.25292771344914
B,7649.282525786049,1.0556317759864253,13.018301790643454,73.00165752002518,381.73248392351917
C,2553.6680294824105,0.0,13.721673088489498,83.80721932354223,157.76674430224548
D,10962.278160853788,3.0504903138185355,13.11471469581182,78.2061482966959,451.82833030171895
E,6245.533418074378,0.9645179839658755,12.650200961394031,75.47970945886829,302.13037153984027
A,4980.494140627229,1.92218546448644,11.736116839873235,76.17911896666567,234.92873176504335
B,8787.032502191656,0.9814806547051017,13.04458703178977,71.50924289851633,424.61184128248107
C,3212.333307472275,0.0,12.92286176945904,74.49247825408935,137.82421205276947
D,10693.900578957378,2.971082686928165,12.054524691463854,79.92663832962971,497.0593860960332
E,5556.569133161896,1.0090690174220764,13.922172760783884,69.31970103239584,280.8499847501493
A,5137.204283648099,1.9856063680916145,13.842085705037608,74.66210384226687,256.57091518799257
B,8131.824303030446,1.0576993099144016,13.065015080684674,77.3482259314221,386.43616366585616
C,3078.09826838781,0.0,13.34294338124073,73.11745852267636,147.08566258227685
D,10322.98270768058,3.140847383975124,13.25169550602652,74.41184486736046,513.4074627534118
E,6293.6881526136085,0.9476821138693258,11.133330553340185,67.52052738670825,329.00443600947386
A,5584.449043434406,2.014761664507655,12.655442905793615,73.29908804620467,250.84591154471858
B,8188.62053566098,0.9025678512711921,13.242973594030198,77.40401984677237,395.78742498938453
C,3079.315861625949,0.0,12.657544712333237,78.66660568408142,154.54358391963547
D,9839.198582263007,3.226331427657117,12.241008847563416,72.07150771453776,522.9450818780929
E,6263.11964724884,0.9620554823101313,14.212947544295996,81.22322059074192,267.23375391425554
A,5133.534694400171,2.127174774400893,13.543071466392348,73.14327380867066,221.86353683101197
B,7302.577915642926,0.9847857226493978,12.9479446869198,80.54289950811342,378.6060236525887
C,3114.618476214478,0.0,13.649968615952691,82.10526654050574,146.60423156151705
D,9877.179200215198,2.878939443303484,11.950277507780644,74.80852471793077,556.3189118060948
E,5722.438963597815,1.0704481490900801,12.767455103585435,76.36857188199102,313.72314254490954
A,4654.372034254586,1.797133281103533,13.159363001426206,74.27606886516077,258.953778194913
B,8620.466538991437,1.0152719145719489,12.104375003033867,84.4797128261674,382.1615083635891
C,3213.8889005482893,0.0,12.57079328531667,73.35978507733473,153.34155574258614
D,8637.172492665111,3.3300453788180766,12.417906057874958,74.67442110552253,499.9057657958151
E,5907.268693145373,1.0232989736202065,13.620326215010158,75.88389456495256,264.5243157668974
A,5366.505314887665,1.9507036654930519,12.143772458172995,80.22772840376263,262.670836694255
B,8512.847745377425,0.9867078873115934,12.210384411626837,82.30403759063084,355.9368589962434
C,3134.377165526808,0.0,13.310453734572928,73.13819533843254,149.77963867232614
D,10568.330392325199,3.102104333221914,13.073594777417691,79.38972651077798,487.1013263420354
E,5913.57953703331,1.0230152349744623,13.943270661249372,76.75860672604347,315.18860398120364
A,5010.646620640748,2.095284724283301,13.39174981179722,73.18482054575892,261.16194163288407
B,8212.177562521423,0.9592501141892912,13.041511629116311,79.48914426445491,378.92074865966276
C,3124.4205197927154,0.0,14.888803733151144,75.84955217820065,141.16987245865838
D,9893.497506592861,2.9345946564577603,14.824411072969534,75.54975486855732,493.15816058924844
E,6162.15703285446,0.9763865508914931,13.14754321876226,80.95146758703332,293.1338147508456
A,5193.666691080426,1.8330487279685994,13.729839978793349,69.77435460236605,229.2357660802207
B,8144.231836581435,1.0219648466702103,14.20267953936116,76.9330576256612,430.79001612966005
C,2778.7013537309963,0.0,13.576016345815756,83.02666433251056,159.1612275611713
D,10638.523619892394,3.145287073617781,13.388106663355678,83.6227194833071,496.849472959425
E,6491.290911864309,1.0173079444927788,13.086658824184882,76.97469482455934,281.0803433908786
A,4590.003346026967,2.084893960865535,12.382022844964844,85.93963067802603,237.5873317033639
B,8271.818234717604,0.9841993276921075,13.392375725465566,82.20693480858377,373.4935717156833
C,3009.3990118097695,0.0,12.718138205355949,80.69471183952857,160.08009950003623
D,10610.113097720281,2.844520840813361,13.217978535055458,79.43669344926532,507.49209933888596
E,5725.101237654756,1.0380458488484336,13.501287968652095,81.94001879785746,309.7285447007741
A,4660.1407926095735,2.1292815474633247,12.850111064089951,76.95508253732214,257.80011423144515
B,7675.873021175951,0.9922041106920132,12.313948613070085,76.54410263822615,366.0839880659906
C,3107.6749666555984,0.0,11.802730294900853,76.69043312982814,143.82361470702037
D,9624.932895064992,3.0924029078841313,13.929580845146692,69.6899594383641,487.5329286301794
E,5625.785874763944,0.9244411822791095,12.662482667222566,75.88581997602164,288.83794702816795
A,5694.160677083571,1.9407110864058215,14.226348280935571,80.5968814406103,241.57359028399534
B,7514.149570688037,1.0583849291838505,11.909564325567397,75.59127178890671,412.3368051682644
C,2962.1711119814095,0.0,13.04360218264616,76.56854425617412,154.434375572433
D,9110.858152949224,3.197506669648268,11.934158281105889,79.50382979298915,503.3822376121555
E,6007.521881606998,0.9508087747376321,13.080058555613173,75.89623398551285,302.0014276111207
A,4856.044534987979,2.0223331715889388,12.448051276273064,78.35206755108784,221.12001013611223
B,7306.240033230158,1.0578131982614905,12.079215770424518,78.94237944666764,383.8543943854454
C,3039.839178846696,0.0,11.768806198509262,84.10772883387672,147.01290221772032
D,9297.85382128744,2.7629877526085056,12.68787143441529,75.24320708206885,540.4370377143256
E,6113.194567010344,0.9360780928757731,12.097566267567865,68.85557406545804,323.6211844699627
A,4827.068501178019,1.8905369143615576,13.278948183165092,74.9541422334505,239.3465641188404
B,7924.835739257883,0.9883950765636386,12.42042385827373,73.37363240823251,382.5292317578584
C,3014.1438403383204,0.0,12.958395478430463,76.61816878612224,141.64072920266466
D,9358.885119261282,3.0326481860941206,12.568122530833943,82.38387785818696,536.9233041650059
E,5997.129582054049,0.9281361245011739,14.53836126876791,70.7441308867788,288.9615991295045
A,5446.873618310219,2.0276625955348457,12.821945380610225,87.57799245230993,278.38584705859427
B,7938.794288858711,0.9669016239247586,12.245337983429947,80.65466872233499,392.1082963999261
C,3038.995122224553,0.0,13.435589395258338,88.5167720566026,149.48156065422603
D,10377.641890201316,3.1079978986077257,14.185030524767354,80.24510926989856,463.6203071198836
E,6023.082243114045,1.031679925145938,13.052964996083336,81.45581873332313,312.0381494364406
A,4906.292286848113,1.8999628028656586,11.795488554295638,75.87683010983059,256.583282282382
B,7387.636350282555,1.0902599377264854,12.94362667382087,80.39087297720043,407.76273453126726
C,2616.9043143096633,0.0,13.935816573464145,79.51352361008486,153.49336417443615
D,10038.28912579167,2.9987531352764485,12.853154362587906,76.34395600220837,499.7521621986744
E,6183.078677636829,0.9671094698899753,12.928431569307044,75.5975797122524,310.15814017582215
A,4882.563385257197,2.0570592583346343,11.316659746348103,77.74755127847264,253.01412375820072
B,7352.502844236533,0.900951840389717,14.845715619756191,82.10432886163123,420.66599796276466
C,2988.93682631262,0.0,13.550121561699525,79.13661532540581,130.32592894268265
D,10291.202305112265,2.864387789659503,12.706036674537847,85.03591217646766,432.6946511166493
E,6178.130329216304,1.002178030682743,12.126337911874744,85.05328703346099,308.89444951686625
A,5328.80622779916,2.0076205381605012,14.094980770368284,79.25332993402527,263.66948129154036
B,7208.862228726651,1.1175668625364932,12.781773615840294,70.30193896150546,408.22425225795484
C,2727.3212105304797,0.0,12.34358821131767,76.34457270446732,148.84662178053887
D,9817.23894843194,2.972216610270106,13.982524855215365,81.96523184743387,509.8532253669773
E,6042.281623816693,0.9684023040862576,13.293419092056096,80.05683001139157,317.32096511445553
A,5228.054312411836,1.8471031730205953,12.12590905618909,83.40716390057247,243.12846363472391
B,8024.768474816124,1.0323081715823483,12.585056705055933,77.9711165220093,427.08966750618475
C,3016.1835522166416,0.0,13.874911363945722,77.68949311341717,159.64123999180168
D,10123.67510635854,3.2721878846174843,12.839987157033628,71.60928943351652,529.8612782917197
E,6089.722819164844,0.9908133655747294,12.38560897512947,82.5964976172541,303.7467246527988
A,5032.737565220863,1.8893868515477164,14.068937411470348,74.73399818570897,245.38848618668965
B,7887.0611877399,1.0589465989337536,13.416623329389708,71.41513619571134,427.28657783407743
C,3248.97489142796,0.0,12.811478936045322,77.7334450710365,157.3397256330388
D,9938.804190833785,3.2936835600194456,12.269207899019387,83.04105791562563,501.94557924435435
E,5880.6784832500725,0.931438265924247,13.300140779491194,81.63562803880102,312.5991637673516
A,5118.351527263425,2.090974504877196,12.722680661081998,85.00156741895782,255.1740467490694
B,8418.95281758279,1.0605997680273562,12.002054323473509,68.5409220878119,429.267161353931
C,3055.8048483082325,0.0,13.393442352741236,79.41241090293012,147.75906507405261
D,9572.443834750551,3.1460565824919393,12.93641414587996,78.77584092292304,501.9667046973961
E,5988.0399822984855,0.9952068735594978,12.038093270473748,75.38727540305011,322.2667170159787
A,4473.328726711309,1.9259046233125192,13.448659535495432,73.78755132857185,257.83237047796405
B,7807.260288297071,0.9559314897759502,14.013336641429753,74.53150950302445,402.1566941569482
C,2949.3759006408604,0.0,12.691648423364693,80.41131152245647,160.92511310948422
D,9773.166289943081,2.73734152771908,12.826959841494899,78.88002730640497,478.21783288578325
E,6095.358908591122,0.996139105421374,12.589716535274874,70.61005967900628,289.32965769915234
A,4803.0516367749715,1.894121855819173,13.176973616687265,78.46094689800731,247.4183549405527
B,8369.079790543952,1.036467176671646,14.440764574945998,83.63419786204707,407.63507732594513
C,2863.346353690461,0.0,13.013982908731188,84.79537244416511,151.908669907468
D,9692.844889444557,3.020344010539298,11.861765619490031,79.79571367644532,441.64489564180275
E,6331.898284621861,1.0953677275008813,13.220372543996445,74.5299771357668,295.2741929376521
A,5350.447928931128,1.9751067558329065,12.52584108066098,69.56538049806016,252.65807786202757
B,8141.602210280683,0.9491832901309879,13.675699221536508,71.78800120025186,440.20924799332323
C,2943.485106099588,0.0,12.178606275093122,81.9542718294194,144.09396030039915
D,10636.828029213038,3.0419110381347627,12.449446803322848,81.0380536282889,501.0079012030962
E,6098.693680638351,1.0277862613835707,12.819830817225062,83.14392961336573,267.0866065391975
A,4787.6868736417755,2.035778746502346,12.228019056455642,69.9295978620451,245.25618065347547
B,7650.013001464019,1.0598989423254073,14.484612350370027,78.76262550963281,383.9725921823606
C,3060.218277098092,0.0,13.207609293279152,74.86071966325525,138.24894183087156
