zone,hour,ev_count,demand,recommendation
E,8.313103030903418,187.39194829490035,178.85714478839262,PEAK
E,9.931374774818668,182.51881411027188,159.99389874211911,PEAK
E,10.903464946458605,183.91822221188198,151.13142596429867,PEAK
E,12.03052393448448,205.27106526011002,51.97236806857024,OFF-PEAK
E,13.277023095215508,195.814796432494,79.79217304063421,OFF-PEAK
E,13.762091773173564,223.2880817886565,84.15003053036766,OFF-PEAK
E,14.9649567178529,215.63798085925657,97.71937055004311,OFF-PEAK
E,15.051703765136168,172.77152096793034,66.08293386263395,OFF-PEAK
E,18.654175409415835,191.49380329794263,350.57962196365594,PEAK
E,17.437430028563902,231.97678182112634,312.17814181565706,PEAK
E,18.428948610032194,215.92212032926213,270.94318264388477,PEAK
E,18.663083655211857,221.57221395205363,384.437806951918,PEAK
E,21.982359583277162,164.86422184583367,272.86799949470753,PEAK
E,21.499940629564666,226.58640994210614,122.23747204264095,OFF-PEAK
E,23.167346622126832,234.01499378385512,62.661276823376824,OFF-PEAK
A,0.0,167.14642960808322,108.3120682083036,OFF-PEAK
A,0.9004500817119077,177.0876373540148,105.70118380289081,OFF-PEAK
A,2.0036766130067787,186.20450951466637,86.42993549944833,OFF-PEAK
A,3.245532217843092,184.81243740695908,97.88338635479981,OFF-PEAK
A,4.060390418681391,193.023724986877,86.12268757577529,OFF-PEAK
A,5.219851489627109,191.12704529220508,52.13550654910572,OFF-PEAK
A,6.231399471693348,191.2701313742092,115.01359219775298,OFF-PEAK
A,6.478395045706142,164.02412050668883,52.17077879183517,OFF-PEAK
A,7.717740973286012,153.45529829865566,165.637280836524,PEAK
A,8.777896742144872,177.8629558241162,154.8439857806514,PEAK
A,10.200460135061466,186.0850705807902,132.9088069236574,OFF-PEAK
A,10.457618217592968,197.21329851673963,174.3240182312024,PEAK
A,11.897164906926859,180.2612619276355,58.78665234597029,OFF-PEAK
A,12.99688959650831,188.8236618297208,99.15563750914585,OFF-PEAK
A,14.917547663834727,189.28648244357726,112.01200447609065,OFF-PEAK
A,15.546126689424437,177.16768484386202,68.34125323373274,OFF-PEAK
A,15.17851686611525,151.19183356145143,57.34809608934109,OFF-PEAK
A,16.951946794331374,166.60128751146067,291.06924654370334,PEAK
A,19.497192593243188,156.35611240178335,240.2614205305039,PEAK
A,18.2439720354747,160.35467204245703,306.4289555208057,PEAK
A,20.101577566936175,159.02516579559352,285.3083915565171,PEAK
A,21.467723545129612,150.30218555528492,327.38937323733074,PEAK
A,24.757285055985335,131.47313623044474,99.90784228896776,OFF-PEAK
A,22.511973269751895,150.63123813436022,63.916453321566365,OFF-PEAK
B,0.0,232.73109291514993,88.68383073265764,OFF-PEAK
B,0.9950488585267399,213.1151175210638,54.76167592037664,OFF-PEAK
B,1.8748897827667337,218.75168048800296,118.75124384767796,OFF-PEAK
B,2.9364598419438575,202.45501088157786,47.85684703061369,OFF-PEAK
B,3.984124067473889,185.6827427669947,49.40187840964112,OFF-PEAK
B,5.0110965020482965,179.61001264918414,91.47974452551746,OFF-PEAK
B,5.534112551554746,219.0586010379672,56.89195453098123,OFF-PEAK
B,6.610338509007195,204.02116143963795,103.32855561112227,OFF-PEAK
B,8.552082039614435,230.42742557413172,198.7714225500747,PEAK
B,9.035032374422604,245.20168001133706,159.50576180264454,PEAK
B,10.017152409898546,220.3503503315561,173.03086020827567,PEAK
B,11.085047032233925,212.88129051882714,148.3735389546375,PEAK
B,12.019345466694613,266.5308826117553,110.54389840910643,OFF-PEAK
B,14.52078687925751,240.3041357615726,113.58867237744862,OFF-PEAK
B,14.631704611858726,234.78065663862247,86.27726583308265,OFF-PEAK
B,16.322118663300213,199.16697868773767,110.09850025959926,OFF-PEAK
B,15.90208812851696,218.75776682424967,100.05767273825734,OFF-PEAK
B,15.719483454382022,242.03415083079835,325.5788063291462,PEAK
B,18.88654674927973,264.17477038652055,331.68668432084365,PEAK
B,20.127530782878836,220.3424686984286,264.45800257340693,PEAK
B,20.75234654835235,218.49179916531747,319.98888066925826,PEAK
B,19.1460186898391,237.24710678537565,391.29576327583476,PEAK
B,20.049765301305563,197.76582728493597,91.60682688566602,OFF-PEAK
B,24.036456990577832,227.9945435439967,61.18914566420446,OFF-PEAK
C,0.0,247.16162355483274,108.32342449164396,OFF-PEAK
C,1.0238126130429428,257.29905211337757,58.475252104255645,OFF-PEAK
C,2.0181817001163465,234.1343921019314,99.52847622612005,OFF-PEAK
C,3.1992045558758027,208.73895673137662,82.95994077147125,OFF-PEAK
C,3.9177830322403113,279.0757966224405,51.777242672594056,OFF-PEAK
C,5.47652826516888,219.0825405537373,111.45044487955134,OFF-PEAK
C,6.391501913764545,212.71388570235052,92.97347585317867,OFF-PEAK
C,7.4397230829916,279.0375166733116,66.01005948011962,OFF-PEAK
C,8.129901126248894,213.3279856455647,179.70753670189234,PEAK
C,8.766667881056312,224.72033491882377,180.36479087584556,PEAK
C,9.077236692055928,243.72435731793965,119.55483071141228,OFF-PEAK
C,11.227193100155045,232.84725105762945,174.36922538280044,PEAK
C,12.580650703011361,202.38019010616873,82.5285979387561,OFF-PEAK
C,13.502213666790245,229.93042047087354,63.29529750408727,OFF-PEAK
C,14.143074869835047,244.1025206962005,96.64738362460271,OFF-PEAK
C,14.0736578530732,271.09356770509396,97.84223034374214,OFF-PEAK
C,16.36918339605521,259.3281118628763,93.29893382390733,OFF-PEAK
C,17.55602592934695,209.66257113303487,270.9581020564254,PEAK
C,17.122901022669208,244.81019067180256,241.31970559077226,PEAK
C,16.905954143287765,233.48238898232637,276.6885017623948,PEAK
C,20.96603704555795,215.2688924311062,277.7343669258995,PEAK
C,20.6559977447586,279.0496052949632,277.5615862369721,PEAK
C,21.607579536062076,228.12816236903018,67.67111640547945,OFF-PEAK
C,24.268996457538343,236.54921920362332,49.40584163192089,OFF-PEAK
D,0.0,166.26647785580096,116.20579131330234,OFF-PEAK
D,0.9554362991173085,159.045429162747,77.62162390630549,OFF-PEAK
D,2.0196679635849613,186.03686790061582,71.4691557437897,OFF-PEAK
D,3.125776095839431,169.95757486689814,83.62498086051835,OFF-PEAK
D,3.68452147516449,181.73027011636097,112.11152602238164,OFF-PEAK
D,4.505619138879677,162.24927006421638,58.680755460280494,OFF-PEAK
D,6.181607155688189,171.83373843579957,105.63808427273409,OFF-PEAK
D,6.771220226112768,183.00274717544556,116.88236621289161,OFF-PEAK
D,7.717961106266889,179.77426232882843,140.49428442881052,OFF-PEAK
D,8.3815057565988,161.09019545006748,145.9337927504398,PEAK
D,9.432673620500523,130.0018829401462,186.90399292221238,PEAK
D,11.73843631181724,155.52545198605847,139.34196757890723,OFF-PEAK
D,11.012894545215964,145.40844113965537,65.57419099797717,OFF-PEAK
D,11.597990160852637,142.15014819828463,48.26834996634874,OFF-PEAK
D,13.528357313033421,149.8741810971601,91.34607929581247,OFF-PEAK
D,15.17398872560398,156.4114523868914,109.87120894158724,OFF-PEAK
D,16.635151042042455,172.5603356860476,94.44636195616832,OFF-PEAK
D,14.650003926156241,152.21236028237018,249.0748826869269,PEAK
D,16.13737373299861,135.2298416712018,294.8122033972069,PEAK
D,19.07494416588107,148.20725339991935,344.1527259082496,PEAK
D,21.148434709730832,171.30137276168787,311.0657346670392,PEAK
D,20.951283543615578,184.8896938044526,268.3642106840611,PEAK
D,22.564794530532392,177.99646928246847,61.871306429285795,OFF-PEAK
D,24.67647564962644,176.19591742554454,101.88510428565385,OFF-PEAK
E,0.0,208.3856121239565,126.22557450856955,OFF-PEAK
E,1.0530910481984537,210.81945627282576,63.602263814201514,OFF-PEAK
E,1.901161987090023,191.34771817280657,75.11773113639335,OFF-PEAK
E,3.1295140561013035,201.78733997339722,64.34820829148039,OFF-PEAK
E,3.9062036864600533,187.58090865884992,64.2418139686132,OFF-PEAK
E,4.9445510490633335,229.72602970689059,49.96537493747904,OFF-PEAK
E,6.110153258887491,198.16506875905077,86.09165676169864,OFF-PEAK
E,6.724310480774664,195.63640662340174,79.00646701997752,OFF-PEAK
E,7.343854472714047,207.88035172799687,171.35661911946727,PEAK
E,8.882682330889839,197.4559055422789,155.9499064247899,PEAK
E,10.450907811059913,184.95362042391486,159.76562675800736,PEAK
E,10.727596946023747,192.6658929642055,150.12736646076954,PEAK
E,12.412981388616561,207.1241130533763,52.8873485534321,OFF-PEAK
E,13.445843110894817,203.80655238135773,78.54471499842556,OFF-PEAK
E,14.61638409266251,223.24471222483535,86.76560876504776,OFF-PEAK
E,14.71309829521073,221.7635737157874,92.15970490608261,OFF-PEAK
E,15.799436205916436,175.57780540651333,65.01829225838017,OFF-PEAK
E,18.470408290874325,185.47512402048875,335.84653733149867,PEAK
E,18.002768088719197,240.6075490390325,348.1537983965838,PEAK
E,20.29076539356987,212.50688997150974,277.51238149130154,PEAK
E,20.65455975426606,207.32235083419735,372.2187750873088,PEAK
E,21.347264972749436,188.89478084073096,262.4704206094452,PEAK
E,20.7853168867886,213.5685117686348,114.77276007013695,OFF-PEAK
E,23.502363413663787,254.34981632555426,62.57139270667308,OFF-PEAK
A,0.0,158.47679957310262,98.27886346566228,OFF-PEAK
A,0.909110216226729,153.65251440193308,111.61660746968806,OFF-PEAK
A,2.0603834024647902,185.5462996053128,91.28284041540783,OFF-PEAK
A,3.131864910227997,171.71684989121576,100.11649797592239,OFF-PEAK
A,3.899650963178244,195.32455609373696,79.45597628142544,OFF-PEAK
A,4.937045853793604,169.85068141869792,54.23408131127059,OFF-PEAK
A,6.0900455707408625,187.8604663420492,120.88240301544793,OFF-PEAK
A,7.085020222657467,156.84751331800305,60.936172660310966,OFF-PEAK
A,8.696249653471662,159.56006113699152,176.07455845732858,PEAK
A,9.435158616862067,172.86262545645792,168.053798914026,PEAK
A,10.018847734112308,194.93394743743664,141.18305163197823,OFF-PEAK
A,11.431669226368081,199.44399631571488,163.48139485231152,PEAK
A,12.047879873138164,183.45249764499297,63.90473579216046,OFF-PEAK
A,12.384177339038734,192.08092476773896,94.22606114041214,OFF-PEAK
A,13.406233429279608,193.57966908137644,112.17050878130792,OFF-PEAK
A,15.113321201849109,180.0570314936683,64.54942434475805,OFF-PEAK
A,15.78397339094201,148.06830128630057,60.29826247538911,OFF-PEAK
A,17.413561308797604,175.24281671961532,266.71366560118184,PEAK
A,17.626374605078,168.72630888419783,247.5048946531162,PEAK
A,19.366055890668342,157.3902364511541,360.24301214840597,PEAK
A,20.198281893944294,154.45467949552378,300.59779037449846,PEAK
A,19.098197425202596,143.6140183356145,360.907031516408,PEAK
A,21.69015765515668,148.0499783688295,111.81776471393535,OFF-PEAK
A,23.694145048812413,139.90868449748555,61.25935163287977,OFF-PEAK
B,0.0,222.3055828255297,104.92648151439042,OFF-PEAK
B,0.9208954082648331,202.16790791013744,51.42552420808279,OFF-PEAK
B,1.9140231766971283,239.4312746283484,115.5884555272545,OFF-PEAK
B,2.733974056191881,209.24623797197393,49.87471429804957,OFF-PEAK
B,4.013161786472171,199.0305711987111,49.08230772256022,OFF-PEAK
B,5.2560612626051295,210.82972464046563,100.37692481163974,OFF-PEAK
B,6.273491602594582,225.99397137163044,64.04817698100346,OFF-PEAK
B,6.757142149661902,221.49629087014577,102.17885133676654,OFF-PEAK
B,8.400010643647642,205.2801832691056,195.518193419976,PEAK
B,9.19696421732947,229.3380933892513,163.93302141688196,PEAK
B,9.211101185827356,240.42665423724264,168.41616503952773,PEAK
B,11.045483599815121,205.57431708344697,148.29730063688748,PEAK
B,12.440559799825087,252.74611967564084,111.04265282646801,OFF-PEAK
B,12.410217550876705,206.36035250479648,110.23023976179608,OFF-PEAK
B,14.065376085618983,245.450037470625,77.89746562993774,OFF-PEAK
B,14.610744626370536,220.6806795449505,98.04899031201599,OFF-PEAK
B,16.276367434129362,208.1727860470758,89.09872792048344,OFF-PEAK
B,16.86283800922282,243.87415577428936,327.129515324606,PEAK
B,18.835539930065316,244.7785469886149,342.3824266743165,PEAK
B,19.5864078460513,242.66180912804234,270.6912006038077,PEAK
B,18.179274393529134,192.1970294749302,370.04282994641545,PEAK
B,21.94193762690452,231.61313444366368,355.60523287135425,PEAK
B,23.086349115336507,181.727911616512,90.96930924414136,OFF-PEAK
B,23.570129438333964,212.61815430976952,56.29953553877396,OFF-PEAK
C,0.0,279.27187791694246,94.19201362628486,OFF-PEAK
C,1.0082904760689706,253.83781481375635,62.26960557923262,OFF-PEAK
C,1.9058022076203358,268.375396055136,97.4333902709951,OFF-PEAK
C,3.125564803602764,222.96360330701077,80.40367152770143,OFF-PEAK
C,4.0362561240456305,265.8909233138472,49.84978222380144,OFF-PEAK
C,5.0190726354806365,243.17205172154712,94.55004154033317,OFF-PEAK
C,6.043768754959684,218.44902829661913,90.73851758224853,OFF-PEAK
C,6.863149282283328,297.0115649300117,60.61171944103838,OFF-PEAK
C,7.801898100280067,222.01459607781314,152.3469721765958,PEAK
C,9.017004101664545,208.5184618850329,173.1891919091089,PEAK
C,10.21567449884767,264.52206559721543,128.78676692426654,OFF-PEAK
C,10.511900313979293,216.4922949965692,159.41693863291084,PEAK
C,11.31372345029341,205.97193864255348,86.4616613327648,OFF-PEAK
C,12.949952329179611,238.57124139675244,75.43260150073323,OFF-PEAK
C,13.669736210579467,238.46995962121068,94.7212558809242,OFF-PEAK
C,14.008661072075059,249.89780276795236,92.67065005834672,OFF-PEAK
C,14.69882255302166,254.31448655628262,90.22022227265008,OFF-PEAK
C,16.94684909260157,204.89495921362928,272.4146305628189,PEAK
C,16.379929479574372,231.04446318163065,277.7154471601307,PEAK
C,20.21478385004095,260.1748927032618,270.05895728133453,PEAK
C,20.837501232137093,220.1362117302545,289.78538542157077,PEAK
C,19.545861979869784,228.93899651902893,285.0714985311961,PEAK
C,22.366997354154613,221.5968771456967,69.2028431175173,OFF-PEAK
C,23.442594696997645,235.87289879036223,54.75081116958529,OFF-PEAK
D,0.0,184.34929909166985,120.46717109521204,OFF-PEAK
D,0.983232315731245,186.84449846497452,77.14097791266582,OFF-PEAK
D,1.886437711210867,181.72718799145093,76.39948117905125,OFF-PEAK
D,3.2417139775439674,144.06516836836292,91.56918849308416,OFF-PEAK
D,3.911604286756607,175.13091008102495,105.93250768451028,OFF-PEAK
D,5.299487165973896,148.65070462324704,58.52442827132681,OFF-PEAK
D,6.091674298700681,174.34541749631265,101.43014367606774,OFF-PEAK
D,6.939575876549415,176.49819311578392,130.08502148965312,OFF-PEAK
D,7.863478290587916,155.85464319667022,127.06991950943657,OFF-PEAK
D,8.413968497510977,183.77880305424114,150.46960610941107,PEAK
D,9.853626546136532,134.5375754367449,185.89631453141112,PEAK
D,10.07314231909569,144.87874963187102,136.19706254167235,OFF-PEAK
D,11.56528890442317,137.10663661931332,67.39914783407792,OFF-PEAK
D,11.820703465766234,151.1830702640771,48.367221302389304,OFF-PEAK
D,14.02286067015584,147.32804577130543,90.92439712089417,OFF-PEAK
D,15.448717993174485,173.96900979375806,114.05837231874183,OFF-PEAK
D,16.42647738858019,171.26239248221933,102.49892601851728,OFF-PEAK
D,17.548491482743174,159.64224129304185,269.09285708168585,PEAK
D,17.674691871002175,135.96538958430395,337.8308232906081,PEAK
D,20.03586949024875,141.95107515593577,381.6549862269635,PEAK
D,18.354288615469404,171.70081608204003,275.876564508251,PEAK
D,20.549769112144062,202.72409341294377,260.53364232655855,PEAK
D,22.52249695310195,191.8468628108733,60.929486524324076,OFF-PEAK
D,24.5799464053939,173.87953427157768,95.70623747855271,OFF-PEAK
E,0.0,211.7940957877406,112.15554383154678,OFF-PEAK
E,1.0473764046160665,201.76564198269003,68.86944042457071,OFF-PEAK
E,1.9515686593302606,215.6552204695693,68.46791106865425,OFF-PEAK
E,3.142830244479722,195.0931489142787,72.2871562724713,OFF-PEAK
E,3.820310743179737,204.62132679983364,62.28139994134547,OFF-PEAK
E,5.183776665270544,243.70063150107342,50.20252154138809,OFF-PEAK
E,5.684652066099989,184.28184411932827,77.32240445526547,OFF-PEAK
E,6.565861449046212,196.65485691341263,85.09672237467532,OFF-PEAK
E,7.769388185986739,212.67753617908872,173.77521981957523,PEAK
E,8.420717869849716,207.97081567392505,166.75089741394711,PEAK
E,10.705485974611458,178.23287415256723,155.51848100865058,PEAK
E,11.574736438611557,162.60795359971476,159.80155005989647,PEAK
E,12.181772044938585,197.4203428649012,48.2708899109422,OFF-PEAK
E,13.487100020160556,207.02927737300425,78.51133567865223,OFF-PEAK
E,13.819879641128061,219.68069621398402,82.10695705586055,OFF-PEAK
E,14.198642978590179,214.99348941311888,90.14850712655851,OFF-PEAK
E,15.649542130837627,189.532870015868,72.02816816920918,OFF-PEAK
E,16.933675057340086,178.66647064740806,336.8209152555658,PEAK
E,18.353827924730293,239.29652794397342,317.4358197108855,PEAK
E,18.587961548334924,216.1961618879358,285.07126166813845,PEAK
E,18.814358408527717,245.7016059857691,378.4127921890718,PEAK
E,20.453355514219,180.83772941110252,273.3345491736687,PEAK
E,23.08621942400074,242.76472193273355,113.36068001411607,OFF-PEAK
E,23.790865619740117,229.3045179483783,62.4341687179678,OFF-PEAK
A,0.0,158.8826715971014,109.93747377317148,OFF-PEAK
A,0.9610637981207207,145.6591081664861,112.7439066474624,OFF-PEAK
A,1.90236373096581,202.5341196561216,81.68817623346915,OFF-PEAK
A,3.110649973207665,192.02835485513899,89.6816877602434,OFF-PEAK
A,4.027758407763939,172.58541023952844,79.30324943209877,OFF-PEAK
A,5.421684319216457,175.22254779937987,52.64640053595826,OFF-PEAK
A,5.735068800312545,191.18040080423307,113.83743897237565,OFF-PEAK
A,6.736242523864785,172.6890117449841,59.07702863366219,OFF-PEAK
A,7.8466014842850464,140.53984381607467,170.52910239463804,PEAK
A,9.407933156747939,169.77251014119608,152.15041086243363,PEAK
A,9.75658420650335,184.4564941543378,137.4096055396188,OFF-PEAK
A,11.078722377703748,202.93060288875697,163.1688194090689,PEAK
A,12.332594530323938,181.76702152173831,62.23322686863884,OFF-PEAK
A,12.976406323419761,198.71176181788297,98.35605530841976,OFF-PEAK
A,14.455510869211505,190.41085516517316,118.50336812402102,OFF-PEAK
A,15.340746846100435,181.2353177419462,71.88727977916274,OFF-PEAK
A,16.132396362338092,158.04235562892012,59.02687864979741,OFF-PEAK
A,15.06124625052141,175.51567069470894,281.8212797568367,PEAK
A,18.84549240421822,164.60175126583334,275.1801427436081,PEAK
A,18.627066358781235,151.5823559278877,357.3258508891222,PEAK
A,20.36880745217642,155.54879383119186,275.292795425319,PEAK
A,19.58513062313835,148.44897913169407,333.12420476880965,PEAK
A,20.031923945308495,153.87836865643632,101.65399844783498,OFF-PEAK
A,21.87949540910877,137.8913628577781,62.239363858283525,OFF-PEAK
B,0.0,220.6067828279218,91.50347808517337,OFF-PEAK
B,1.0170222565335068,207.3204138951982,56.42483630283813,OFF-PEAK
B,2.0284198026880498,256.40458825963174,105.53042312982056,OFF-PEAK
B,2.7236286812157857,183.60425880828632,53.885621133295594,OFF-PEAK
B,3.677850943971297,183.72624643962038,49.79334399835198,OFF-PEAK
B,4.832164580878246,207.12599061313648,101.92909716202944,OFF-PEAK
B,6.114116262415671,187.031552300178,58.80150152820459,OFF-PEAK
B,7.154318693353169,219.936340839909,87.99971504531158,OFF-PEAK
B,8.154757127430127,247.44466980437883,197.45534809417137,PEAK
B,9.9104687342981,221.36569182325138,153.5910368661066,PEAK
B,9.682320341524909,222.32798089046705,202.67241836506298,PEAK
B,10.843298300275325,212.1574673409573,143.40662642422453,PEAK
B,12.619321489997414,243.9475402622177,114.21274192581556,OFF-PEAK
B,12.634435157155322,239.2589646787203,119.93264005917977,OFF-PEAK
B,14.588653117476387,254.68859540246692,78.45093120405674,OFF-PEAK
B,14.296059446695525,228.34418377263728,107.72118540580902,OFF-PEAK
B,15.717055207275244,218.46851980281113,99.45611830322505,OFF-PEAK
B,17.63612810144723,251.83158830224554,350.98106252526424,PEAK
B,16.112441207393598,244.85615884764286,333.73987863876243,PEAK
B,21.178758050899923,244.31425707202658,263.7350428147839,PEAK
B,17.15625689199812,199.28920341580027,340.4430225210659,PEAK
B,20.330709078318055,232.2152171661822,401.45485620816714,PEAK
B,23.04443604118803,210.01340245695454,88.50071894783427,OFF-PEAK
B,24.385730375442073,225.2632185222383,53.43428126545608,OFF-PEAK
C,0.0,256.28029580446537,108.69846767945162,OFF-PEAK
C,1.0488781954423592,225.35194949245187,60.82847916104768,OFF-PEAK
C,1.8762161616268822,243.9305344843363,98.44309908342893,OFF-PEAK
C,2.712038462476479,219.34961775270085,76.58100972312445,OFF-PEAK
C,3.6789604965436444,283.4824879253009,54.0988984820662,OFF-PEAK
C,5.055749556543118,233.51375319917727,105.75160590226714,OFF-PEAK
C,5.765188099586043,208.54962961146106,89.81397031182975,OFF-PEAK
C,7.359778348456515,284.07636816425685,61.68653493511026,OFF-PEAK
C,8.038086063029384,224.8659165552184,170.8551461565595,PEAK
C,8.640974188168112,237.65896391116655,163.17223280321215,PEAK
C,10.37424412048285,242.22313021585077,125.75445195606369,OFF-PEAK
C,10.972968040239223,230.05786768557147,159.37435680001607,PEAK
C,12.258723383631644,202.19778877036228,93.68790963658822,OFF-PEAK
C,13.16494161698307,227.7455560179221,78.2105663813574,OFF-PEAK
C,12.901877076289288,231.11646499522794,106.46220991943943,OFF-PEAK
C,14.430107944338491,266.9180950742241,94.93915423760536,OFF-PEAK
C,16.341766992822265,268.3309051572393,95.94774212667288,OFF-PEAK
C,16.985141846870334,226.3455398301301,296.19837973913616,PEAK
C,16.930436506670983,249.7834819721788,247.77193256039112,PEAK
C,19.633612230127824,224.55350689487736,260.56466806371213,PEAK
C,20.039377969759805,220.18250224639687,279.62933244611247,PEAK
C,21.219219962310266,251.14764907246717,277.08015841945576,PEAK
C,22.88838398575878,215.4825374698722,65.62567607979585,OFF-PEAK
C,21.844439411839144,252.825164071855,53.68707139205591,OFF-PEAK
D,0.0,170.16546285867548,118.45251809996373,OFF-PEAK
D,1.0795154466607297,170.54099857749733,75.14095479760303,OFF-PEAK
D,2.1247918355017137,177.5259006207783,80.0538964786469,OFF-PEAK
D,3.111609450785739,155.05155022450387,98.43501841066619,OFF-PEAK
D,3.87302573021997,179.41611184284662,114.77725503673516,OFF-PEAK
D,5.237763947298516,159.9959295865586,58.88808207150672,OFF-PEAK
D,6.193862490141871,162.18940550325215,102.8933146781837,OFF-PEAK
D,7.068517718280299,172.5146663259667,113.75173147673576,OFF-PEAK
D,7.870390692900144,153.45637888816933,127.965665609472,OFF-PEAK
D,8.966587208413701,178.36579244225732,157.9254312942201,PEAK
D,10.00934862447886,127.529410910695,183.62836550701914,PEAK
D,10.355461815518243,148.63418189241565,130.69231013244928,OFF-PEAK
D,11.86354981369354,158.35462191567373,65.25372205368801,OFF-PEAK
D,11.820121617228963,151.2542588630006,54.744657378809805,OFF-PEAK
D,15.436937262978972,154.57286504266943,86.74418418486677,OFF-PEAK
D,15.478865672403439,154.26045503667234,113.21381213445845,OFF-PEAK
D,16.23442738823398,180.72816161666472,105.80806123584571,OFF-PEAK
D,16.637570001116305,140.3303092906146,263.3339699940258,PEAK
D,18.045125182872553,136.10295233261184,335.8303216226896,PEAK
D,20.17239424436697,151.4109252016378,368.91540022933054,PEAK
D,19.487729981148288,168.4615148061683,302.9586052703236,PEAK
D,20.456858832918986,165.5175671259531,263.6241763467484,PEAK
D,21.26760973891585,186.8193406553384,69.11480585245528,OFF-PEAK
D,23.688586449756613,170.46362567473798,105.55100438498219,OFF-PEAK
E,0.0,194.78204473923606,130.8021604954906,OFF-PEAK
E,1.017447297101588,191.80249698663957,67.20234636375734,OFF-PEAK
E,2.052558130890971,211.555989560272,83.2942242712827,OFF-PEAK
E,3.0048161767062362,191.2857155442273,69.0331453326401,OFF-PEAK
E,3.820286328967399,174.75680525471833,58.398266640790645,OFF-PEAK
E,5.034013913347325,230.67161132935846,51.45813386648048,OFF-PEAK
E,6.150281198365294,210.8886073309978,79.83634830404534,OFF-PEAK
E,7.099271296843125,197.50188272400266,85.4127730622939,OFF-PEAK
E,7.695288137841405,224.09560118549305,196.92067166889655,PEAK
E,9.307029255467738,203.46854429771292,179.5309025471367,PEAK
E,10.211978046735162,177.64612344880888,158.0371764983864,PEAK
E,11.725123347086093,177.81022677404522,147.54355502887458,PEAK
E,11.462195876713215,200.22208793822352,52.50582177579382,OFF-PEAK
E,13.791983185866425,210.46887530929652,81.54455241166158,OFF-PEAK
E,14.046668160719385,235.94200257573112,83.9475824140475,OFF-PEAK
E,15.442259434719048,185.34541749079236,101.34989325943306,OFF-PEAK
E,16.149101213928848,181.90845814287897,66.5102208736433,OFF-PEAK
E,16.241731057617432,180.05453847888427,344.8687470706579,PEAK
E,18.293177296585778,228.45867245391617,346.12098340805,PEAK
E,19.513817783515808,206.99230179365108,292.28786907235923,PEAK
E,20.623584160323972,225.04660424466283,375.459038521389,PEAK
E,21.05452265146926,172.5675635699194,268.04430296439756,PEAK
E,21.774936322118567,212.15452804712467,112.3953765090905,OFF-PEAK
E,23.131185624269886,228.68289449356706,63.13672680746538,OFF-PEAK
A,0.0,171.22533756767595,111.04750249069978,OFF-PEAK
A,0.9866967628508778,169.19619779594802,117.41776036231299,OFF-PEAK
A,2.1467007880276663,179.04060347805918,94.81879220312803,OFF-PEAK
A,2.9279069241169706,198.68824038685614,95.40076038368954,OFF-PEAK
A,4.0145854027431085,182.8521669811533,77.97053896002747,OFF-PEAK
A,4.967452179545365,189.77839882256546,51.280840516340554,OFF-PEAK
A,5.604714994671942,173.1810983347473,110.02609011716149,OFF-PEAK
A,7.11197319644945,177.21778705657852,58.864774259962374,OFF-PEAK
A,8.075167772672781,150.00910904947966,153.96472186222124,PEAK
A,8.261545604361514,181.1019255596136,146.70130054365822,PEAK
A,10.950150690097457,193.80716426932497,123.50417748668379,OFF-PEAK
A,11.373723040319337,192.22740399616208,168.3184774323154,PEAK
A,12.091816007449424,193.5535939724816,61.8140867356629,OFF-PEAK
A,14.07996017429911,200.86735260761802,92.3169933014992,OFF-PEAK
A,13.334146146542906,171.3044770749222,122.9113084199613,OFF-PEAK
A,14.060811404487211,170.2768141162297,68.30245076678497,OFF-PEAK
A,16.832815282944466,148.8365486745546,64.03121391001832,OFF-PEAK
A,16.591491022191423,178.02258201827968,300.7784166475821,PEAK
A,17.24878533399995,155.5638323459231,274.485043491495,PEAK
A,18.549236802120564,144.34878931866493,383.1907696544855,PEAK
A,20.60079567614048,134.60618284563543,291.9780465969097,PEAK
A,20.11165403928108,132.81456234492788,348.0271867243918,PEAK
A,21.07701732734399,146.6112710623572,112.25787972408085,OFF-PEAK
A,23.349485523201697,145.4272534830599,57.893636455150464,OFF-PEAK
B,0.0,234.7904610843812,97.15589465878983,OFF-PEAK
B,1.047696922234863,212.1800671585605,55.236207480379356,OFF-PEAK
B,2.221222005066899,273.19471291553026,112.96891306936652,OFF-PEAK
B,2.7915164848041716,199.07092354397614,49.56826195359192,OFF-PEAK
B,3.816561107663506,210.89798360252547,47.738977374788675,OFF-PEAK
B,4.948574830395867,191.30165119340822,98.33168826525181,OFF-PEAK
B,6.440835587271424,252.21299366004854,64.85299042361638,OFF-PEAK
B,6.720022280303525,217.57759896088632,102.81379894006251,OFF-PEAK
B,6.990203737114337,228.14986271307257,202.5243617902613,PEAK
B,9.035725396431316,219.88080160013038,154.0617004993784,PEAK
B,10.022491424996762,228.58792227156226,168.93819353944406,PEAK
B,11.22734405261987,230.56683751391898,146.8989796722663,PEAK
B,11.032493035831765,238.51498589564957,101.9234236928138,OFF-PEAK
B,14.30703023881524,228.134953001714,114.2645320182288,OFF-PEAK
B,13.731862272711737,234.28488066005866,78.50535457964328,OFF-PEAK
B,14.82826210246511,225.09927535346665,97.69789301688768,OFF-PEAK
B,15.05653532315884,231.62778388176034,89.15118500836246,OFF-PEAK
B,16.68625314742338,228.4000055957602,379.72350327003915,PEAK
