zone,hour,ev_count,demand,recommendation
B,18.451768148675573,225.68579481620134,277.72699326315615,PEAK
B,19.985212123128086,209.36077764782942,318.1313966255438,PEAK
B,20.93551031002702,246.70201171907357,402.444406522971,PEAK
B,19.73257703706502,218.93161707000337,96.64045926047358,OFF-PEAK
B,23.66949568500388,209.20983753084226,57.052713378957016,OFF-PEAK
C,0.0,248.25004662399107,99.30583507677103,OFF-PEAK
C,0.9291254097164914,256.96245465644773,63.83599688107499,OFF-PEAK
C,2.0778497533773383,239.50083847045806,105.27241890755278,OFF-PEAK
C,3.1923761089487934,231.2477593321524,79.26637648107868,OFF-PEAK
C,4.335120189762821,252.521315133645,46.14893155239548,OFF-PEAK
C,4.855694397626027,222.4266980708631,119.7479146006408,OFF-PEAK
C,6.386455160517406,224.97563868893627,83.41954159941514,OFF-PEAK
C,7.144108833566705,269.2894247073733,58.48753180293581,OFF-PEAK
C,8.33887335673866,206.4768395378499,169.79931411989736,PEAK
C,9.114159400973794,215.45271238029758,157.8805093356922,PEAK
C,9.811901939151134,265.83380690386605,124.00946950005203,OFF-PEAK
C,10.910716387317855,237.7202477350603,151.7266906044902,PEAK
C,12.191179358819245,224.82514322869673,88.86296435656087,OFF-PEAK
C,12.754122183034598,245.05564711644715,67.12510178264266,OFF-PEAK
C,14.142223514292297,243.60930213595475,85.60600385285358,OFF-PEAK
C,15.180999293301426,247.90642726757534,100.18877049725317,OFF-PEAK
C,15.426639605502428,277.11495274151304,85.8923401051202,OFF-PEAK
C,16.30016018142204,217.65575345409607,255.69414230349383,PEAK
C,18.453989206453265,252.34731033113252,256.7308043623149,PEAK
C,19.093521731627536,220.21974065365134,291.45215064441817,PEAK
C,18.828149072857652,206.9382592143994,280.1400710267825,PEAK
C,22.18165540357867,281.8684226333647,270.61910600281067,PEAK
C,21.19020333192719,225.72210683991077,69.7734794330853,OFF-PEAK
C,23.66286630618708,250.68818495889462,55.312797975293044,OFF-PEAK
D,0.0,162.51288531919081,129.24387770462266,OFF-PEAK
D,0.8953512418355962,197.24940751729835,74.58384558176861,OFF-PEAK
D,1.970700699285124,185.68858536231562,73.99475742773726,OFF-PEAK
D,3.27170842281664,162.03574536205653,94.1385838935698,OFF-PEAK
D,4.041801535410823,164.20351268920106,119.47451013353786,OFF-PEAK
D,4.338712358952066,149.07038353112526,58.56922505199851,OFF-PEAK
D,5.654961662899847,170.06685090491132,100.72414076476963,OFF-PEAK
D,7.578778596805964,179.9849652276715,113.91918431588985,OFF-PEAK
D,8.218079996094739,165.022705571971,136.92492277719748,OFF-PEAK
D,8.736495360857658,175.31351395948488,144.5829151229325,PEAK
D,9.797805751928799,139.04359449264123,193.12630007028432,PEAK
D,10.655061570707957,150.9219142512604,139.82377614349008,OFF-PEAK
D,12.348445269310034,142.5326657058464,71.98587055170007,OFF-PEAK
D,12.453290294399107,163.0416169901844,51.610240364291464,OFF-PEAK
D,13.984592274389497,149.09171247118854,89.42258274410658,OFF-PEAK
D,14.2668790269631,157.22348897365376,105.27695320762771,OFF-PEAK
D,16.998934029421783,170.84693010405957,106.68979995601082,OFF-PEAK
D,18.679758995479098,143.8825648987351,269.2639140096741,PEAK
D,19.355367100758,130.36561608424043,346.9322763044083,PEAK
D,20.498180912082248,153.19176909742274,334.0341754152204,PEAK
D,20.302420870943806,162.76460100104327,302.99234757034594,PEAK
D,20.564064758601514,170.77494649281667,231.63688869972233,PEAK
D,22.72096608481845,197.26227240257833,60.74813149359016,OFF-PEAK
D,22.67104917092126,164.80262288385137,102.79082321659418,OFF-PEAK
E,0.0,201.39878486446548,119.38258213568986,OFF-PEAK
E,0.9799864108684896,195.1911284634411,64.6658101722811,OFF-PEAK
E,1.8061492633466913,197.73115629451488,80.09397487405926,OFF-PEAK
E,2.8837953399231466,195.09481169134725,68.49436906348488,OFF-PEAK
E,4.094913887206635,168.06075480554605,60.479700007901016,OFF-PEAK
E,5.049486536436355,232.53381102119792,51.396578664444036,OFF-PEAK
E,5.570632315567061,198.17602518227844,80.65116243041042,OFF-PEAK
E,6.699145065095483,180.8673351093915,80.11523474452616,OFF-PEAK
E,8.088001051229606,218.4801377397653,178.81908701589458,PEAK
E,9.03174077349274,195.6809602829754,184.801130576445,PEAK
E,11.022893614211993,169.03602281208737,156.64492584237897,PEAK
E,10.090875739717514,179.9591220547995,150.37756627558744,PEAK
E,12.167049253361577,208.1699006743419,54.44414647004237,OFF-PEAK
E,13.391868736833946,200.98199265696374,74.21044019959066,OFF-PEAK
E,12.657172037699983,223.20632221125055,87.50934526334237,OFF-PEAK
E,14.277809302964826,219.32576916934335,90.28295669486694,OFF-PEAK
E,15.357058165905398,195.9010370402739,61.52060642494563,OFF-PEAK
E,18.694508353607425,177.42749873165468,354.2835333805899,PEAK
E,18.847640668633144,261.0305628107034,355.4719388431645,PEAK
E,18.28292483696309,231.4537322402237,296.9407713181878,PEAK
E,21.472962923831084,209.06218812172975,372.0072540032455,PEAK
E,18.4411829899372,178.3576384093967,260.9167503978684,PEAK
E,19.808907894912775,232.97213571863475,107.92492547298944,OFF-PEAK
E,22.897121864425962,217.97169061831087,60.385202988262094,OFF-PEAK
A,0.0,187.97598627717883,100.66332434627687,OFF-PEAK
A,0.932584481693146,171.45990983760777,104.72354043076622,OFF-PEAK
A,1.9197231572331779,179.62016461068725,96.67131484603529,OFF-PEAK
A,2.9899083893255662,183.0559503564186,100.45735079092026,OFF-PEAK
A,4.408920632665061,167.7070040641346,78.56407662400737,OFF-PEAK
A,4.91704086032172,178.00821695533352,53.569892728092654,OFF-PEAK
A,6.048526862214074,191.10656734456995,118.27716181925942,OFF-PEAK
A,6.683523035657448,176.0487838606714,53.26748904756357,OFF-PEAK
A,7.782985009907935,167.56530609068258,145.65287127530232,PEAK
A,10.221680213814265,178.99991543060543,167.002822378039,PEAK
A,10.572107850550196,184.8354754975004,152.45274518852995,OFF-PEAK
A,11.664272674977642,195.6010903879159,175.58914085779017,PEAK
A,11.786941248597033,180.36617030632,63.41313798973528,OFF-PEAK
A,12.229559024899508,181.65865619144145,98.72974001759673,OFF-PEAK
A,13.538406231873088,176.89397760925468,120.24543846761887,OFF-PEAK
A,14.419886992263658,173.52512996360528,64.97716337404198,OFF-PEAK
A,16.662265739239444,158.97870495864237,60.835490109116506,OFF-PEAK
A,16.06042730400805,182.72287696715455,304.0326866049721,PEAK
A,17.185955221510113,171.7879891618849,267.38382828773666,PEAK
A,20.27652959650003,148.578477562177,331.1964325199571,PEAK
A,19.590670260926824,152.12027749617442,306.5535577459269,PEAK
A,21.020158646999953,152.11154739018824,372.3258252265222,PEAK
A,20.4027567822654,155.3616699366354,102.69688092136477,OFF-PEAK
A,24.482855549650072,128.33981107542223,59.384636101624224,OFF-PEAK
B,0.0,231.7605783586775,87.99666680657012,OFF-PEAK
B,0.9125502684120105,181.9661103025715,53.06513719943604,OFF-PEAK
B,1.9145438234352252,248.57726144276307,110.80789801279191,OFF-PEAK
B,2.887764452254304,181.15050404552804,44.85741224971624,OFF-PEAK
B,3.7698078903908265,203.80583420535925,50.49287182152151,OFF-PEAK
B,4.8191244671049915,197.65001854139368,91.55033159733948,OFF-PEAK
B,5.6778537282873875,229.8142397437678,56.046993633259184,OFF-PEAK
B,6.796787212697607,228.52788622266436,86.646645577306,OFF-PEAK
B,8.23993764007831,222.67422138649627,184.00313489540284,PEAK
B,9.349090837866907,229.31353573454714,138.58112093858648,PEAK
B,10.024614383220605,229.09633968523485,182.49418064483373,PEAK
B,11.449606157254633,217.93497147857997,136.98738856349902,PEAK
B,11.465491032350041,239.6359771524537,105.25384148193695,OFF-PEAK
B,12.042518946655688,216.92837432122266,108.48302120850458,OFF-PEAK
B,13.571803833751874,244.9024883177848,84.6768229279026,OFF-PEAK
B,15.847328652038504,227.55100066465866,102.81888904261896,OFF-PEAK
B,15.820434166540645,214.15645750705278,92.21916412719398,OFF-PEAK
B,16.787974471237607,224.78561954315632,358.1400762299993,PEAK
B,18.454693548342533,268.17411322080807,360.9304381308187,PEAK
B,21.550245326632005,244.12654429716216,304.26565675540985,PEAK
B,19.128560386100677,211.31865473260038,345.09934068232786,PEAK
B,22.662737143972265,236.36648867779107,367.0761191690641,PEAK
B,23.707955287966822,200.12325236991214,87.79279629583475,OFF-PEAK
B,23.384160836678994,238.26331782520128,51.08700417686877,OFF-PEAK
C,0.0,249.98031634784724,108.56929488829616,OFF-PEAK
C,1.0502981994438756,237.41187702622088,63.42430415278357,OFF-PEAK
C,2.043770164883467,246.99683146234975,101.80969137180008,OFF-PEAK
C,3.1079792689619112,254.8857157769127,80.65513320124147,OFF-PEAK
C,4.296896304134257,234.00306200441364,49.8803778658147,OFF-PEAK
C,4.960205409832769,211.96586452774685,101.95261764856359,OFF-PEAK
C,6.073766433947282,216.408722392308,85.59073235557611,OFF-PEAK
C,6.0955206168369855,263.6643302916018,60.18939432446872,OFF-PEAK
C,8.498693701971481,229.92216783870057,182.1844420374587,PEAK
C,8.652978341167431,228.09863681887808,175.95406400485982,PEAK
C,9.65330289559499,230.29706526129536,111.62335920511185,OFF-PEAK
C,10.417687253668465,221.09097287715082,164.23452652254358,PEAK
C,12.819233872830862,233.82269990250143,96.40387972460337,OFF-PEAK
C,12.725735399810334,241.08381098471725,72.9728675125841,OFF-PEAK
C,13.850577086899941,225.85545634737872,104.64178724294044,OFF-PEAK
C,14.256206449361716,275.01998667322846,97.07557990031893,OFF-PEAK
C,15.537214110894535,256.04579583269975,98.45619582714423,OFF-PEAK
C,17.00340094985192,210.0475673959332,290.4907679996828,PEAK
C,17.254098843249544,256.46439142637183,244.31179445195662,PEAK
C,17.21867448985624,239.6589967862782,257.07746901424906,PEAK
C,21.317738836214417,235.7672402854684,289.39828158698805,PEAK
C,22.260189186892585,236.5803540975748,281.7595560843612,PEAK
C,21.466577409791263,203.6424835194821,68.19204027517313,OFF-PEAK
C,23.83667911559392,250.56379896166698,56.5683084853377,OFF-PEAK
D,0.0,181.34132715163986,120.07229738234263,OFF-PEAK
D,0.9499514001418051,184.67973519015615,70.77758673751497,OFF-PEAK
D,1.951517492225568,163.16885856038223,73.61222402694335,OFF-PEAK
D,2.908576190100557,161.7155002634224,90.59340450097007,OFF-PEAK
D,4.136256524925438,174.78802699653784,121.28464524869483,OFF-PEAK
D,5.141573780603688,159.8984305401825,56.499938850705455,OFF-PEAK
D,6.365679769135866,183.88316882791923,112.71407828548787,OFF-PEAK
D,6.54991988275028,181.48857971990302,112.61318895314955,OFF-PEAK
D,8.548249959950404,156.67716283290298,133.14563466051854,OFF-PEAK
D,8.721907650921349,162.3947898138577,144.02845963619913,PEAK
D,10.471434807913214,126.33389219680821,200.87781099907141,PEAK
D,10.642260958327562,166.43184481395096,130.59831906101152,OFF-PEAK
D,12.751893104775288,133.47590168697278,65.20831667336675,OFF-PEAK
D,13.172902584419115,142.02382327591113,52.373902579211105,OFF-PEAK
D,11.565287774907599,146.80927384376594,80.77985630188697,OFF-PEAK
D,15.80859442420274,146.69040909611405,111.41221146306852,OFF-PEAK
D,16.205238694991312,180.2036227528635,111.8750044066156,OFF-PEAK
D,16.69607642261937,149.61286148853986,252.35394778708113,PEAK
D,17.552212506855724,133.30832739430437,320.62805281210314,PEAK
D,18.68993690901837,154.155269714826,396.8139990765375,PEAK
D,21.87014066378786,177.11456688119645,305.4497584113333,PEAK
D,21.494617359086504,171.203164603804,273.1631753038579,PEAK
D,23.451180285064577,186.915386080798,61.86940589485649,OFF-PEAK
D,23.616885160269113,168.88835039907437,93.35354750963775,OFF-PEAK
E,0.0,194.4207755754458,127.76584014139476,OFF-PEAK
E,0.9800742751426504,204.9828491089612,61.34782535158569,OFF-PEAK
E,2.106894389271871,184.449727958951,80.37658323407658,OFF-PEAK
E,3.036878450698648,188.9292581064078,68.4595584262681,OFF-PEAK
E,3.9541468788217644,205.2224614847256,65.18452656312992,OFF-PEAK
E,5.381375702368814,230.53672268173426,50.974981529857935,OFF-PEAK
E,5.625445525331303,173.47036546142658,80.0126895604544,OFF-PEAK
E,7.064209482749255,204.65220345492477,86.75272758988726,OFF-PEAK
E,8.1722953083769,219.6234611845007,164.4308884589613,PEAK
E,8.636389526519954,193.34287253288693,169.0337843457059,PEAK
E,9.641598466350167,183.76733800032193,156.25858970253395,PEAK
E,11.903403801498936,177.1954995233438,141.62047596073307,PEAK
E,13.084611067752045,185.91761189496205,55.952184341147515,OFF-PEAK
E,11.830936269910806,204.04884437709944,81.24323783492541,OFF-PEAK
E,13.892952343936654,195.29045498931683,84.90443953074967,OFF-PEAK
E,14.015756259340153,211.21481318911262,96.40066221986818,OFF-PEAK
E,15.069543913024958,167.4979785064605,59.832853295728334,OFF-PEAK
E,16.499563382664274,197.62007794238573,325.0829710089634,PEAK
E,18.137177894273332,235.67344674027981,333.84346187638135,PEAK
E,18.535488810879794,227.0765193317218,265.8329975734902,PEAK
E,19.409322165040955,233.53520923272742,368.1785008604226,PEAK
E,19.65771156572675,179.790438786752,267.6114124067655,PEAK
E,25.899145345179157,231.98331029072818,107.67787407198458,OFF-PEAK
E,22.997939863596216,253.39142874561904,62.40026526698552,OFF-PEAK
A,0.0,162.1479112137219,113.5276743120678,OFF-PEAK
A,1.0940597579236604,164.7274507875078,115.06926259649795,OFF-PEAK
A,2.1020384772195695,170.9287471830842,97.13039433505138,OFF-PEAK
A,2.704302167896599,195.1049869476116,98.00860421684892,OFF-PEAK
A,3.8219336110428404,185.30323256666597,86.3945209734924,OFF-PEAK
A,5.162966744337136,186.51364383982153,52.49609988342648,OFF-PEAK
A,6.1689170211880135,164.43193022240197,116.08958555464962,OFF-PEAK
A,7.310426527720161,159.9194452817635,59.65379475719986,OFF-PEAK
A,8.473482946051409,158.30980623175407,157.40693455685457,PEAK
A,8.656562719012474,180.2083270630888,162.8013884936496,PEAK
A,9.944185747275688,184.49471902980284,135.18382453623573,OFF-PEAK
A,11.416355709982621,184.2037840840569,172.06016191964574,PEAK
A,10.819336972608177,183.9963092004485,62.469841793545925,OFF-PEAK
A,12.312856639411539,209.70259391106717,106.63760732498744,OFF-PEAK
A,14.192272865676125,179.9530378090159,121.26773260994571,OFF-PEAK
A,16.232285046802513,184.827038434127,70.30058339690268,OFF-PEAK
A,15.527635413804203,148.2422033470719,56.77796535391268,OFF-PEAK
A,18.015979298172898,178.80676665775036,285.60303744843,PEAK
A,17.51778150692444,173.95411562858138,292.12766945185405,PEAK
A,18.758857265705874,144.1652159592637,291.47869644046017,PEAK
A,20.46885980135582,152.5594676384637,276.4927134134775,PEAK
A,21.99155643590403,140.77528846604596,368.7454960232435,PEAK
A,23.712499414174385,146.53081729367466,104.8082887439007,OFF-PEAK
A,24.896319179162653,145.3497129841588,60.25986833467183,OFF-PEAK
B,0.0,231.2423800857798,105.48102424957948,OFF-PEAK
B,1.079821590493591,210.07778547332373,56.19453970233267,OFF-PEAK
B,1.9732349364792219,252.4428241831221,123.52985448130624,OFF-PEAK
B,3.254808902402543,199.00649167897453,49.34348716577936,OFF-PEAK
B,3.6518846300623404,184.7440678984344,53.9585069740987,OFF-PEAK
B,4.935014380306887,171.5586769401049,96.98522805718963,OFF-PEAK
B,5.672225997815104,215.98150962539123,61.70507648408975,OFF-PEAK
B,6.726291364100157,231.1454727025865,99.75662193381254,OFF-PEAK
B,7.912081105187038,235.0037496233321,213.92503881127982,PEAK
B,8.553054406824987,230.9793516064961,150.32875355985365,PEAK
B,9.382083964271096,249.7896730005616,185.34106524917385,PEAK
B,10.925800503446299,213.6868486912627,153.8317964461708,PEAK
B,11.242113423621486,248.3953043254485,113.66277693544598,OFF-PEAK
B,13.09715687769627,232.75407905799966,108.14431521233548,OFF-PEAK
B,14.924013123526217,223.89495240469606,84.99100595864968,OFF-PEAK
B,13.46146893245159,226.94575558640653,99.11903833165465,OFF-PEAK
B,15.491549846752934,218.4129579720704,92.33452506293247,OFF-PEAK
B,17.139810296333387,245.56568121342642,359.2570877005536,PEAK
B,19.478046813994478,235.63407769676422,341.8109079339914,PEAK
B,17.84631104984805,230.49433925607119,270.44469231176873,PEAK
B,20.87044785648756,188.377361196136,333.4965817326093,PEAK
B,21.191222137606335,249.28703208962688,390.789481265993,PEAK
B,20.575995266484753,209.05799394214202,90.27822863586212,OFF-PEAK
B,24.23457043827559,220.57956521835507,54.07990333435387,OFF-PEAK
C,0.0,268.0871767153241,114.3475183262471,OFF-PEAK
C,1.0062625956988915,249.24696880982654,61.79128088864678,OFF-PEAK
C,1.988245996616468,243.66586969484584,99.89983301016231,OFF-PEAK
C,3.045903694902177,229.05986069182129,87.0527619012721,OFF-PEAK
C,3.825113500469755,266.66477151411834,50.38465393227853,OFF-PEAK
C,4.8973985752939315,233.81821899235464,108.61130656033349,OFF-PEAK
C,6.0523299612198755,213.09416000964825,96.64082914898762,OFF-PEAK
C,6.763539446826681,268.02330457153374,61.98173602752827,OFF-PEAK
C,7.762872516023222,222.92001696426658,165.19396343210823,PEAK
C,8.70513888041909,231.87357563461856,173.42275352037726,PEAK
C,9.061277016222288,261.6744034882965,118.20825178598022,OFF-PEAK
C,11.41061364606262,217.9426943663493,161.29217704000123,PEAK
C,12.44542666900204,203.58145349346975,93.28825932066032,OFF-PEAK
C,13.506136170651587,246.57004046911126,76.8287710151171,OFF-PEAK
C,13.444181101261163,231.25467853444155,102.32497621703945,OFF-PEAK
C,15.46145780867462,270.9397136612373,96.7187107485627,OFF-PEAK
C,15.774007912316435,264.19959610659106,94.3907968381355,OFF-PEAK
C,17.194184709682546,210.09270559350117,279.8098486042649,PEAK
C,18.369397937270474,234.6317016859339,251.59887195385065,PEAK
C,19.537526688020712,240.39924453959773,274.89406321703694,PEAK
C,21.99000536877656,217.91341167963859,279.28949084071735,PEAK
C,20.26904747903285,248.5766725086396,279.2813004676624,PEAK
C,25.825145120919217,216.54836530499287,69.51860095911225,OFF-PEAK
C,22.020328107194217,255.27539543798682,47.18714451812607,OFF-PEAK
D,0.0,162.03049532831596,106.3028985194914,OFF-PEAK
D,0.9895646479738464,168.34828407689875,77.32661516663656,OFF-PEAK
D,2.004725175612484,179.64152151465518,77.19048201435866,OFF-PEAK
D,3.0242626600962943,146.9090382825434,90.81043854459527,OFF-PEAK
D,3.6952071872248418,176.32801911388512,110.10634203998433,OFF-PEAK
D,4.696444324612919,162.21651861577035,51.98584062766392,OFF-PEAK
D,5.73885297717894,180.49544077776994,97.87011716290283,OFF-PEAK
D,7.386372984974481,169.32859716653084,108.22943107956635,OFF-PEAK
D,7.5745525812965795,178.33779404975468,136.28863614651556,OFF-PEAK
D,9.197233423552884,158.96074721569687,163.1175272692397,PEAK
D,10.37551690689263,135.4309009840504,189.7764636667359,PEAK
D,10.949362727748836,160.68361724085594,138.3790524616002,OFF-PEAK
D,10.790214857159958,138.06027327602703,68.08291232882873,OFF-PEAK
D,12.82698235774223,146.47862973095468,51.2341450205606,OFF-PEAK
D,14.277671891081342,142.87429900705885,82.57655160392129,OFF-PEAK
D,13.981467585255333,171.50194332276098,113.74393932040769,OFF-PEAK
D,18.387058377366817,168.206482383083,113.48005443907935,OFF-PEAK
D,18.500575228818118,146.5904127426733,282.77415477640506,PEAK
D,19.14485430703818,138.24475312593782,324.3731996362175,PEAK
D,19.897268210664237,164.12710957784267,340.0033071455549,PEAK
D,20.073150820034993,166.36064006176684,310.43707989052314,PEAK
D,21.717047334444068,184.06269797386648,250.9990261263886,PEAK
D,23.267145201656138,194.7313042589156,65.45567798617441,OFF-PEAK
D,22.22312437251324,190.38665398775936,99.46966802081494,OFF-PEAK
E,0.0,198.85797725044804,129.2701221815133,OFF-PEAK
E,1.0191653690317017,196.14334064608715,65.30386403283576,OFF-PEAK
E,1.8623108801821573,202.33834053104005,74.72157491966158,OFF-PEAK
E,2.9188645524118555,184.2592957302988,68.38428282044643,OFF-PEAK
E,4.3024955153351465,194.13760050512533,65.26930150939687,OFF-PEAK
E,4.8871232515927225,235.50651957412398,47.08501218702485,OFF-PEAK
E,6.023626224560796,191.17920655188175,76.1950062067112,OFF-PEAK
E,7.373722609540571,199.73773020260813,81.47149066188501,OFF-PEAK
E,8.214256835288241,218.3860555835853,171.23279525477864,PEAK
E,8.21103683885357,218.82678006476357,168.70887628360703,PEAK
E,9.790554635526096,173.8956012420555,167.92371478684316,PEAK
E,11.2828011668053,189.32966793773872,143.30397158680026,PEAK
E,11.875546010055134,193.48718865001467,52.05204420101442,OFF-PEAK
E,12.745777948327431,217.2573475221598,79.38807197174411,OFF-PEAK
E,14.109291593785132,211.3191258868279,96.91800336328807,OFF-PEAK
E,15.817853376736476,214.93652262161947,98.55077478228176,OFF-PEAK
E,14.486436602198486,185.31450542705477,64.08790866225533,OFF-PEAK
E,15.995525550413328,183.03454388271382,304.6954258080795,PEAK
E,17.067727068590315,224.76256889478321,336.98992027912124,PEAK
E,18.376547359828542,250.54678312164518,283.852594562674,PEAK
E,19.390435713254615,218.47525046182608,390.15183042823026,PEAK
E,19.570499391241817,197.62383164146135,249.46257131034244,PEAK
E,20.43186059831725,243.13161498613695,114.58506863138815,OFF-PEAK
E,23.638244100789528,219.68702988104425,63.81483838861114,OFF-PEAK
A,0.0,156.67648759413586,102.12901304998697,OFF-PEAK
A,1.0429471158120152,133.59288641556913,109.65285216496831,OFF-PEAK
A,1.8989568076086498,187.38272598933054,90.1355677808829,OFF-PEAK
A,3.0757449397042738,170.41986118609785,95.18216750978841,OFF-PEAK
A,3.883370610126834,184.8363486029545,83.34256135551435,OFF-PEAK
A,4.938981274611979,173.12093983042612,52.75477963678525,OFF-PEAK
A,6.167264637098408,172.44206695780466,110.80406846839175,OFF-PEAK
A,6.770888794549474,164.2814043235421,56.24245954814048,OFF-PEAK
A,8.213456408845277,144.69382959478193,170.43351506865326,PEAK
A,8.343457249142807,170.3510236230146,181.4043799558044,PEAK
A,11.276808925821774,183.48967630313552,119.10383190589532,OFF-PEAK
A,11.499683858297896,193.48553984538387,175.54960180667672,PEAK
A,11.550662557724827,169.2792935738048,65.15394735023037,OFF-PEAK
A,12.346851243409471,189.2117651575364,87.52125583845188,OFF-PEAK
A,14.383173522953594,190.26925588612505,107.80432746887458,OFF-PEAK
A,14.055173932191606,181.21206041684047,68.68682345648836,OFF-PEAK
A,17.11227920304539,157.67141230787357,58.79652214426716,OFF-PEAK
A,17.23038113455258,185.03159325926558,288.6543559878035,PEAK
A,17.023695514383547,159.5535699360979,287.8605548140879,PEAK
A,19.179842395794857,133.97548903037168,355.34460643399626,PEAK
A,20.815773937725773,146.650865405627,282.3334381734434,PEAK
A,20.299635776217382,153.54081379015804,354.95571390959,PEAK
A,21.782955202778467,122.76328905431211,101.25470565676608,OFF-PEAK
A,22.05626332363599,153.23611559417867,62.28482742207688,OFF-PEAK
B,0.0,240.233692555674,106.49656849142374,OFF-PEAK
B,1.1350538221708288,199.08740345570874,52.25385038045581,OFF-PEAK
B,1.7959009460936304,222.31104249270444,107.4955920582904,OFF-PEAK
B,2.883367061492207,203.1626635527944,53.65047020357718,OFF-PEAK
B,4.247312385800193,219.44400908215317,52.030772750085,OFF-PEAK
B,5.18946853553925,193.14010415576277,100.35841748570282,OFF-PEAK
B,6.301295741804274,225.25572218569553,63.113762406232524,OFF-PEAK
B,6.60780073221862,222.56198378341446,103.53224062060075,OFF-PEAK
B,7.738403937797486,231.2533844945475,195.36936865757946,PEAK
B,8.617027970646372,253.32552789600692,148.61042192580186,PEAK
B,9.757209364365586,226.4595546002782,171.11571894942492,PEAK
B,10.851784489435568,227.57162035332192,145.34268353654048,PEAK
B,12.621206403128635,235.27431353935884,109.16944869766718,OFF-PEAK
B,12.826858668469894,230.28687199410618,111.98186786352403,OFF-PEAK
B,14.517933332661006,262.3075425868956,78.80185086209902,OFF-PEAK
B,15.69434126795198,217.9273048422357,114.97341026454555,OFF-PEAK
B,17.20322412689496,211.89585361211687,100.27819224799639,OFF-PEAK
B,17.03436696710249,239.73921433214795,342.04710344589165,PEAK
B,18.43727917988212,243.72563584331454,374.9563556066866,PEAK
B,18.77236839103879,257.7362815964351,296.4258372483933,PEAK
B,20.506446424945075,199.68611817787146,355.35160821972323,PEAK
B,22.5101383760134,241.459178286122,408.66451498720573,PEAK
B,22.0403234708232,201.29753983673274,85.1396213196185,OFF-PEAK
B,21.79895755850762,222.75242837031593,56.76535616075892,OFF-PEAK
C,0.0,273.6394557524746,109.47816912651369,OFF-PEAK
C,1.0857883123274912,245.8173430953045,57.88489630925618,OFF-PEAK
C,1.9497183485601617,231.32507075648246,99.95210784004186,OFF-PEAK
C,3.043169065626416,235.40624405923586,80.29906837200795,OFF-PEAK
C,3.672261648904565,259.1860483211825,52.25811516337334,OFF-PEAK
C,5.357899769621794,255.43488595375425,112.88282534698811,OFF-PEAK
C,6.3424707732935275,203.74737688474752,93.73047602936165,OFF-PEAK
C,7.093438804987599,269.8514643112258,68.39573775153578,OFF-PEAK
C,7.148071572400075,207.5614975568584,172.43755246476783,PEAK
C,8.857911995662475,244.8925749621122,152.6754057947686,PEAK
C,9.608344426117911,235.97176831762116,128.098463434603,OFF-PEAK
C,11.50064485700318,227.33993582636668,156.23059780372594,PEAK
C,11.597554939978988,222.01111219420673,80.5765617906877,OFF-PEAK
C,13.306288236844498,265.5788731918139,75.03705157278662,OFF-PEAK
C,12.904153740599359,258.24150427224134,101.9336217357353,OFF-PEAK
C,13.895454321320269,261.99822033851166,103.55357375237959,OFF-PEAK
C,15.378946314711442,273.0248857269888,94.35322175327592,OFF-PEAK
C,16.948599961121133,210.90286778809426,268.1491189505659,PEAK
C,17.239958043455836,239.06368658560154,240.3542085037828,PEAK
C,19.082437415227755,233.62404588139395,279.20170290461505,PEAK
C,23.150467393363925,229.5784617164419,275.7620583177617,PEAK
C,21.062659055850034,262.5403710434519,265.33763414042227,PEAK
C,22.757941523805364,200.3537042302825,71.11503079517928,OFF-PEAK
C,25.081866826271273,253.8173090539588,53.286065427914714,OFF-PEAK
D,0.0,150.64767503955116,113.92066191349562,OFF-PEAK
D,0.9877476379382283,178.63230332536088,77.27784919885289,OFF-PEAK
D,1.838959472967786,172.9093063260394,71.31287747366399,OFF-PEAK
D,2.8453617826718176,162.02826834330787,94.68027612167295,OFF-PEAK
D,4.027993381455172,185.96285094170915,120.72737908798275,OFF-PEAK
D,4.528960943155452,164.56330203538354,55.481598667741906,OFF-PEAK
D,5.9394562239301605,163.2538230985161,104.75199289880504,OFF-PEAK
D,7.209818491427805,201.50559080676285,110.91208461120475,OFF-PEAK
D,7.813383295365181,162.7920707905125,123.98037938711406,OFF-PEAK
D,9.756508311895283,170.07945034556712,155.59694659746165,PEAK
D,10.416064895022181,133.3123462593836,184.01682654883317,PEAK
D,11.385298738355615,160.34737368715113,146.6276993886727,OFF-PEAK
D,12.202242005157467,151.25296295347974,70.25456147239548,OFF-PEAK
D,14.275699145294084,151.8395509757938,53.27030113583674,OFF-PEAK
D,14.92548294242565,131.739232294476,81.49976119566085,OFF-PEAK
D,15.477624176606735,158.06043916321582,113.88128879109918,OFF-PEAK
D,15.317872081670878,167.73487801650978,115.52822289620369,OFF-PEAK
D,16.79138071019472,134.9394485901719,245.57604425189285,PEAK
D,19.209026221176938,142.10925832422703,345.3695876235843,PEAK
D,18.926859284355697,158.56793490195162,316.5633132783774,PEAK
D,19.514034830374072,169.58823190250988,311.14436204045177,PEAK
D,21.299118444251313,171.1361222664559,270.2308669284475,PEAK
D,23.46628420945081,171.44393866669165,57.16199695490252,OFF-PEAK
D,23.150691253240982,174.165997287972,100.17804120577736,OFF-PEAK
E,0.0,216.62082745632114,131.29014826113485,OFF-PEAK
E,1.091926555735618,220.58249510383482,69.75583192548397,OFF-PEAK
E,2.0016577537959748,186.50273519279037,72.75397137671042,OFF-PEAK
E,2.786554601280267,184.91644929699387,71.94141026430579,OFF-PEAK
